rep,ID,time,prediction_iwRes,iwRes_simulated,iwRes_simulated_simBlq,censored,split,color,filter
1,1,1,42.5933,1.22959,1.22959,0,All,#4682B4,0
2,1,1,42.9904,1.07543,1.07543,0,All,#4682B4,0
3,1,1,41.1544,1.8004,1.8004,0,All,#4682B4,0
4,1,1,41.896,1.50374,1.50374,0,All,#4682B4,0
5,1,1,41.5866,1.62687,1.62687,0,All,#4682B4,0
6,1,1,43.34,0.940927,0.940927,0,All,#4682B4,0
7,1,1,46.0238,-0.057033,-0.057033,0,All,#4682B4,0
8,1,1,41.485,1.6675,1.6675,0,All,#4682B4,0
9,1,1,41.0511,1.84213,1.84213,0,All,#4682B4,0
10,1,1,41.7392,1.56605,1.56605,0,All,#4682B4,0
11,1,1,43.205,0.992744,0.992744,0,All,#4682B4,0
12,1,1,41.9353,1.48816,1.48816,0,All,#4682B4,0
13,1,1,46.6174,-0.26992,-0.26992,0,All,#4682B4,0
14,1,1,43.4445,0.900925,0.900925,0,All,#4682B4,0
15,1,1,39.7184,2.3903,2.3903,0,All,#4682B4,0
16,1,1,42.7953,1.15099,1.15099,0,All,#4682B4,0
17,1,1,41.8837,1.50861,1.50861,0,All,#4682B4,0
18,1,1,40.181,2.19796,2.19796,0,All,#4682B4,0
19,1,1,42.9397,1.09503,1.09503,0,All,#4682B4,0
20,1,1,44.9138,0.348444,0.348444,0,All,#4682B4,0
21,1,1,41.6026,1.62046,1.62046,0,All,#4682B4,0
22,1,1,44.4046,0.537838,0.537838,0,All,#4682B4,0
23,1,1,42.0436,1.44533,1.44533,0,All,#4682B4,0
24,1,1,41.7884,1.54645,1.54645,0,All,#4682B4,0
25,1,1,41.6017,1.62084,1.62084,0,All,#4682B4,0
26,1,1,39.6283,2.42805,2.42805,0,All,#4682B4,0
27,1,1,45.7293,0.0495844,0.0495844,0,All,#4682B4,0
28,1,1,40.9775,1.87193,1.87193,0,All,#4682B4,0
29,1,1,43.0628,1.04747,1.04747,0,All,#4682B4,0
30,1,1,42.5562,1.24404,1.24404,0,All,#4682B4,0
31,1,1,41.9509,1.48201,1.48201,0,All,#4682B4,0
32,1,1,39.7868,2.36173,2.36173,0,All,#4682B4,0
33,1,1,42.9176,1.10357,1.10357,0,All,#4682B4,0
34,1,1,41.2032,1.78069,1.78069,0,All,#4682B4,0
35,1,1,45.2623,0.220075,0.220075,0,All,#4682B4,0
36,1,1,41.5822,1.62862,1.62862,0,All,#4682B4,0
37,1,1,42.6703,1.19958,1.19958,0,All,#4682B4,0
38,1,1,40.1747,2.20056,2.20056,0,All,#4682B4,0
39,1,1,39.5211,2.47303,2.47303,0,All,#4682B4,0
40,1,1,41.383,1.70839,1.70839,0,All,#4682B4,0
41,1,1,42.5024,1.26508,1.26508,0,All,#4682B4,0
42,1,1,40.5633,2.0407,2.0407,0,All,#4682B4,0
43,1,1,42.6905,1.19171,1.19171,0,All,#4682B4,0
44,1,1,46.1011,-0.0849098,-0.0849098,0,All,#4682B4,0
45,1,1,42.1016,1.42245,1.42245,0,All,#4682B4,0
46,1,1,44.1746,0.624083,0.624083,0,All,#4682B4,0
47,1,1,41.0697,1.83463,1.83463,0,All,#4682B4,0
48,1,1,42.3603,1.3207,1.3207,0,All,#4682B4,0
49,1,1,42.0801,1.43093,1.43093,0,All,#4682B4,0
