id,eta_fi_SAEM,eta_Cl_SAEM,eta_V1_SAEM,eta_Q_SAEM,eta_V2_SAEM
1,0.213418,-0.0493903,-0.113484,-0.110944,0.199075
2,-0.0561954,0.124956,-0.0390541,-0.335257,-0.537485
3,0.126768,-0.413481,-0.094754,-0.109919,-0.0714386
4,0.254571,0.135824,0.103554,0.0639412,-0.221691
5,0.127148,-0.430938,-0.0972547,-0.099,0.099223
6,-0.177165,0.141697,-0.0807162,-0.249528,0.837079
7,-0.0577645,0.0713779,0.194522,0.535447,0.45423
8,-0.171082,0.191417,-0.0807835,-0.283461,0.480922
9,-0.174399,0.197023,-0.0859182,-0.272776,0.459037
10,-0.107144,0.00783282,-0.0998409,-0.245397,-1.41441
11,-0.0644419,0.0724611,0.197798,0.491597,0.481597
12,-0.057862,0.0508218,0.226405,0.422662,0.545195
13,-0.121317,0.0430212,-0.116352,0.116154,-2.50963
14,0.269622,-0.0984365,0.0502179,0.243719,0.892766
