rep,ID,eta_Cl_simulated,eta_V1_simulated,eta_Q_simulated,eta_V2_simulated,split,color,filter
1,1,-0.691852,-0.206547,0.0308556,-0.309148,All,#4682B4,0
2,1,-0.671015,-0.142307,-0.0654724,-0.207714,All,#4682B4,0
3,1,-0.650171,-0.375622,0.230563,-0.572156,All,#4682B4,0
4,1,-0.651426,-0.266005,0.179388,-0.420883,All,#4682B4,0
5,1,-0.690166,-0.231708,-0.0880156,-0.330116,All,#4682B4,0
6,1,-0.699131,-0.144285,0.306802,-0.229594,All,#4682B4,0
7,1,-0.616035,-0.360981,0.149474,-0.52579,All,#4682B4,0
8,1,-0.64697,-0.255842,0.124777,-0.384669,All,#4682B4,0
9,1,-0.637468,-0.17294,0.434407,-0.246774,All,#4682B4,0
10,1,-0.645113,-0.0990468,-0.249197,-0.159717,All,#4682B4,0
11,1,-0.701872,-0.37946,0.166238,-0.586063,All,#4682B4,0
12,1,-0.630928,-0.215888,0.225048,-0.303721,All,#4682B4,0
13,1,-0.638064,-0.164193,0.337678,-0.242961,All,#4682B4,0
14,1,-0.655721,-0.136431,-0.10919,-0.203533,All,#4682B4,0
15,1,-0.636116,-0.370816,0.205274,-0.552388,All,#4682B4,0
16,1,-0.599726,-0.223068,0.237622,-0.345066,All,#4682B4,0
17,1,-0.697913,-0.132235,-0.424295,-0.174685,All,#4682B4,0
18,1,-0.629202,-0.123302,-0.184405,-0.159535,All,#4682B4,0
19,1,-0.725263,-0.440619,0.368609,-0.656266,All,#4682B4,0
20,1,-0.655277,-0.232332,0.033001,-0.348536,All,#4682B4,0
21,1,-0.650265,-0.0998179,0.445389,-0.150133,All,#4682B4,0
22,1,-0.667148,-0.101507,0.349824,-0.159726,All,#4682B4,0
23,1,-0.626231,-0.456502,-0.104077,-0.717808,All,#4682B4,0
24,1,-0.706546,-0.223366,0.184458,-0.330297,All,#4682B4,0
25,1,-0.677178,-0.0985502,0.209236,-0.1595,All,#4682B4,0
26,1,-0.727562,-0.103119,-0.345572,-0.162512,All,#4682B4,0
27,1,-0.639483,-0.398913,-0.190311,-0.605623,All,#4682B4,0
28,1,-0.681639,-0.227599,0.0503545,-0.361918,All,#4682B4,0
29,1,-0.701187,-0.159911,0.479473,-0.209077,All,#4682B4,0
30,1,-0.626216,-0.156281,0.451575,-0.223404,All,#4682B4,0
31,1,-0.655637,-0.308073,0.331464,-0.464383,All,#4682B4,0
32,1,-0.618773,-0.304107,0.0399588,-0.438643,All,#4682B4,0
33,1,-0.674673,-0.141744,0.0164219,-0.219739,All,#4682B4,0
34,1,-0.709774,-0.1866,0.0720086,-0.259188,All,#4682B4,0
35,1,-0.661834,-0.301645,0.0366722,-0.457887,All,#4682B4,0
36,1,-0.623628,-0.261724,-0.273979,-0.390959,All,#4682B4,0
37,1,-0.640495,-0.119978,0.521538,-0.180319,All,#4682B4,0
38,1,-0.688378,-0.157856,0.493698,-0.229479,All,#4682B4,0
39,1,-0.653541,-0.350384,0.510724,-0.556186,All,#4682B4,0
40,1,-0.624106,-0.223804,0.0739675,-0.34108,All,#4682B4,0
41,1,-0.678199,-0.105247,0.167593,-0.158321,All,#4682B4,0
42,1,-0.630859,-0.196757,0.0654588,-0.295025,All,#4682B4,0
43,1,-0.617979,-0.393761,0.204252,-0.585985,All,#4682B4,0
44,1,-0.680104,-0.0895273,-0.245063,-0.14181,All,#4682B4,0
45,1,-0.679606,-0.189086,-0.307384,-0.246561,All,#4682B4,0
46,1,-0.671628,-0.233313,0.0755588,-0.362648,All,#4682B4,0
47,1,-0.586539,-0.37044,0.0141542,-0.55864,All,#4682B4,0
48,1,-0.683146,-0.0723208,0.00861419,-0.0985497,All,#4682B4,0
49,1,-0.65735,-0.159436,0.363252,-0.261924,All,#4682B4,0
50,1,-0.625962,-0.258481,0.0694675,-0.394793,All,#4682B4,0
1,2,0.22726,-0.0799222,0.386563,-0.133577,All,#4682B4,0
2,2,0.25229,0.194398,-0.506944,0.30028,All,#4682B4,0
3,2,0.25724,-0.107204,0.597073,-0.182804,All,#4682B4,0
4,2,0.255629,0.00483493,0.170766,0.0105613,All,#4682B4,0
5,2,0.267658,-0.0667295,0.607998,-0.122543,All,#4682B4,0
6,2,0.259769,0.206895,-0.0464456,0.318027,All,#4682B4,0
7,2,0.221996,-0.153136,0.649088,-0.23568,All,#4682B4,0
8,2,0.253579,0.00249084,0.333293,-0.0153403,All,#4682B4,0
9,2,0.288142,-0.0432814,0.956746,-0.0797928,All,#4682B4,0
10,2,0.233113,0.185757,-0.306632,0.277689,All,#4682B4,0
11,2,0.226576,-0.0941105,0.374816,-0.165979,All,#4682B4,0
12,2,0.245862,0.00728634,0.077741,0.0266211,All,#4682B4,0
13,2,0.271337,-0.126242,0.812634,-0.167845,All,#4682B4,0
14,2,0.223437,0.211764,-0.282244,0.313233,All,#4682B4,0
15,2,0.250477,-0.0077106,0.251835,-0.0102433,All,#4682B4,0
16,2,0.259124,0.000600284,0.358123,0.00711506,All,#4682B4,0
17,2,0.245536,-0.156311,0.776622,-0.267183,All,#4682B4,0
18,2,0.215789,0.237232,-0.435755,0.355568,All,#4682B4,0
19,2,0.23134,-0.0275794,0.0598478,-0.0550831,All,#4682B4,0
20,2,0.261414,0.0017353,0.302603,-0.00898054,All,#4682B4,0
21,2,0.259348,0.163973,0.0671633,0.259722,All,#4682B4,0
22,2,0.240277,0.245787,-0.16003,0.380909,All,#4682B4,0
23,2,0.272308,-0.0117824,0.40469,0.0190323,All,#4682B4,0
24,2,0.21533,0.0111988,-0.0153457,0.0343973,All,#4682B4,0
25,2,0.252125,0.199194,-0.2829,0.284278,All,#4682B4,0
26,2,0.221827,0.199074,-0.402966,0.306924,All,#4682B4,0
27,2,0.214633,0.164986,-0.258753,0.282315,All,#4682B4,0
28,2,0.223788,0.182654,-0.472211,0.231375,All,#4682B4,0
29,2,0.180787,0.161045,-0.5869,0.237748,All,#4682B4,0
30,2,0.229307,0.238966,-0.216803,0.35379,All,#4682B4,0
31,2,0.193028,0.172689,-0.511632,0.264397,All,#4682B4,0
32,2,0.18439,0.130462,-0.311974,0.21195,All,#4682B4,0
33,2,0.249055,0.133445,-0.246105,0.214356,All,#4682B4,0
34,2,0.251838,0.225694,-0.238513,0.342038,All,#4682B4,0
35,2,0.255293,0.228159,-0.174802,0.360149,All,#4682B4,0
36,2,0.237632,0.158608,-0.0203182,0.224812,All,#4682B4,0
37,2,0.240873,0.112212,-0.163185,0.178369,All,#4682B4,0
38,2,0.229164,0.243222,-0.461521,0.354317,All,#4682B4,0
39,2,0.246769,0.245471,-0.329681,0.39709,All,#4682B4,0
40,2,0.313011,0.150774,0.107571,0.203854,All,#4682B4,0
41,2,0.230627,0.0672862,-0.151331,0.0930203,All,#4682B4,0
42,2,0.251939,0.230298,-0.318519,0.330994,All,#4682B4,0
43,2,0.203942,0.284124,-0.591736,0.429759,All,#4682B4,0
44,2,0.275298,-0.038402,0.474717,-0.0682223,All,#4682B4,0
45,2,0.24373,0.0798992,-0.133402,0.124116,All,#4682B4,0
46,2,0.263189,0.195613,-0.217045,0.288143,All,#4682B4,0
