rep,ID,eta_Cl_simulated,eta_V1_simulated,eta_Q_simulated,eta_V2_simulated,split,color,filter
1,1,0.00892728,-0.053275,-0.285944,0.440327,All,#4682B4,0
2,1,0.239504,0.0514251,-0.261341,-0.930295,All,#4682B4,0
3,1,0.00696269,-0.00272501,-0.365921,0.684112,All,#4682B4,0
4,1,-0.490306,0.211928,-0.140796,1.93412,All,#4682B4,0
5,1,0.19454,0.206213,-0.152069,-0.489766,All,#4682B4,0
6,1,0.120781,0.117328,-0.0258637,0.182761,All,#4682B4,0
7,1,0.0511699,0.122085,0.200171,0.499869,All,#4682B4,0
8,1,0.199469,-0.046692,-0.178679,-0.825165,All,#4682B4,0
9,1,0.189377,0.325868,-0.262285,-1.21736,All,#4682B4,0
10,1,0.0697216,0.129555,-0.292782,0.539473,All,#4682B4,0
1,2,0.394151,0.0604214,0.189512,-0.311908,All,#4682B4,0
2,2,-0.0126472,0.192484,-0.32937,1.09484,All,#4682B4,0
3,2,0.178988,0.266428,-0.0532104,0.596356,All,#4682B4,0
4,2,0.332776,0.0856069,0.0780443,-0.820992,All,#4682B4,0
5,2,0.350876,-0.0593644,0.19005,-1.00663,All,#4682B4,0
6,2,0.367865,0.164933,-0.0565054,-0.768181,All,#4682B4,0
7,2,-0.035121,0.047439,0.0509734,0.929503,All,#4682B4,0
8,2,0.336193,0.193667,0.301142,0.00622972,All,#4682B4,0
9,2,0.0351384,-0.001771,0.408505,0.742613,All,#4682B4,0
10,2,0.367778,0.443162,-0.0286609,0.0204294,All,#4682B4,0
1,3,0.329892,-0.0642138,0.133046,0.0250282,All,#4682B4,0
2,3,0.392924,0.000570599,-0.154549,-0.572522,All,#4682B4,0
3,3,0.190746,-0.0867417,0.0872997,0.576421,All,#4682B4,0
4,3,-0.174386,-0.0470496,0.223315,1.56696,All,#4682B4,0
5,3,0.20727,-0.0380796,-0.0679262,0.767659,All,#4682B4,0
6,3,0.0782679,0.1686,-0.629185,1.17307,All,#4682B4,0
7,3,0.391427,-0.161339,0.0414303,-1.32854,All,#4682B4,0
8,3,0.191225,0.279899,-0.558378,0.645945,All,#4682B4,0
9,3,-0.0690166,-0.0744062,0.0279209,1.3328,All,#4682B4,0
10,3,-0.253885,0.143028,0.415655,1.51197,All,#4682B4,0
1,4,-0.0488818,-0.231093,0.323357,-0.421569,All,#4682B4,0
2,4,-0.060949,-0.273113,-0.178083,-1.83212,All,#4682B4,0
3,4,0.00259351,-0.0242745,-0.0593105,-0.837217,All,#4682B4,0
4,4,-0.276019,-0.257409,0.529116,0.512326,All,#4682B4,0
5,4,-0.0945978,-0.23092,-0.0711269,-0.62614,All,#4682B4,0
6,4,-0.0664514,-0.215905,-0.157447,-0.812645,All,#4682B4,0
7,4,-0.041564,-0.0639585,0.0829047,-0.709787,All,#4682B4,0
8,4,-0.112921,-0.050113,0.0663359,-0.727494,All,#4682B4,0
9,4,-0.0789546,0.0830554,0.031625,-0.343327,All,#4682B4,0
10,4,-0.0954378,-0.363636,0.322206,-0.880234,All,#4682B4,0
1,5,0.00903444,0.016146,0.0596618,0.555975,All,#4682B4,0
2,5,-0.0308391,0.0892607,-0.0254907,0.984744,All,#4682B4,0
3,5,-0.186663,0.304984,0.0621477,0.869929,All,#4682B4,0
4,5,0.112758,-0.0220206,-0.225187,-0.687344,All,#4682B4,0
5,5,0.110568,0.0745423,0.0262054,-0.0303582,All,#4682B4,0
6,5,0.194557,-0.0968928,0.0205122,-0.693362,All,#4682B4,0
7,5,0.0893778,-0.143573,0.260592,0.0978935,All,#4682B4,0
8,5,0.198558,0.0763998,0.125702,-0.371856,All,#4682B4,0
9,5,-0.0565912,-0.0686641,0.266968,0.854988,All,#4682B4,0
10,5,0.165917,-0.0224956,0.242477,-1.23208,All,#4682B4,0
1,6,-0.0247677,0.243187,-0.0963412,1.1592,All,#4682B4,0
2,6,-0.135302,0.385365,0.154729,1.27086,All,#4682B4,0
3,6,0.00670313,0.364307,-0.210446,1.10824,All,#4682B4,0
4,6,0.26251,0.433271,-0.739542,-0.935309,All,#4682B4,0
5,6,0.220286,0.103257,0.591265,0.200704,All,#4682B4,0
6,6,0.144886,0.322229,-0.25767,0.754652,All,#4682B4,0
7,6,0.169623,0.25132,-0.23519,0.215273,All,#4682B4,0
8,6,0.270157,0.212302,0.507813,-0.00256014,All,#4682B4,0
9,6,0.355587,0.263928,0.0935575,-0.596665,All,#4682B4,0
10,6,0.170346,0.223824,-0.203361,0.507407,All,#4682B4,0
1,7,-0.00712135,-0.476564,-0.718687,2.76544,All,#4682B4,0
2,7,0.362248,-0.64212,-0.206199,-3.19447,All,#4682B4,0
3,7,-0.0852918,-0.606482,-0.731806,2.96443,All,#4682B4,0
4,7,-0.107344,-0.425003,-0.445875,3.34213,All,#4682B4,0
5,7,-0.250772,-0.467897,-0.44473,3.49977,All,#4682B4,0
6,7,0.475029,-0.738715,-0.213215,-2.67766,All,#4682B4,0
7,7,-0.162498,-0.575478,-0.534961,3.07167,All,#4682B4,0
8,7,-0.238414,-0.443208,-0.472603,3.66009,All,#4682B4,0
9,7,-0.062753,-0.587209,-0.77076,2.341,All,#4682B4,0
10,7,0.46777,-0.629527,0.181563,-2.82637,All,#4682B4,0
1,8,-0.0697665,0.115881,-0.0273794,2.5145,All,#4682B4,0
2,8,0.305129,-0.0606969,-0.0992601,1.39966,All,#4682B4,0
3,8,0.296578,0.119586,0.0166186,1.55744,All,#4682B4,0
4,8,0.406407,0.170345,-0.571201,1.39144,All,#4682B4,0
5,8,0.610204,0.116016,-0.505458,-1.31734,All,#4682B4,0
6,8,-0.105124,-0.126397,0.0601382,2.27696,All,#4682B4,0
7,8,0.659424,0.175747,0.0806502,-2.37939,All,#4682B4,0
8,8,0.375226,-0.0395711,-0.304045,0.872758,All,#4682B4,0
9,8,0.0946659,0.0408112,-0.051494,2.03058,All,#4682B4,0
10,8,0.216325,-0.0588067,-0.00365378,1.57759,All,#4682B4,0
1,9,-0.00095632,0.195865,0.0566851,-1.04808,All,#4682B4,0
2,9,0.0514015,-0.133278,0.185737,-0.886911,All,#4682B4,0
3,9,0.000911949,-0.0799043,0.13108,0.135294,All,#4682B4,0
4,9,0.0486025,-0.0286879,0.223571,-1.69798,All,#4682B4,0
5,9,-0.103562,-0.0434451,-0.0511071,-0.185733,All,#4682B4,0
6,9,0.0167671,0.147458,-0.249932,-0.244333,All,#4682B4,0
7,9,-0.313673,0.0379051,0.0295537,0.735525,All,#4682B4,0
8,9,-0.0647291,-0.0735575,-0.114158,-0.177886,All,#4682B4,0
9,9,0.0449245,-0.0345981,0.478918,0.0289931,All,#4682B4,0
