rep,ID,eta_Cl_simulated,eta_V1_simulated,eta_Q_simulated,eta_V2_simulated,split,color,filter
1,1,-2.31338,-0.922168,0.491561,-0.746539,All,#4682B4,0
2,1,-2.4256,-1.72639,1.06857,1.3885,All,#4682B4,0
3,1,-2.29844,-1.34671,0.826449,-1.92966,All,#4682B4,0
4,1,-2.43195,-1.4097,0.887546,0.275142,All,#4682B4,0
5,1,-2.43155,-1.26867,0.351831,-0.245593,All,#4682B4,0
6,1,-1.5771,-2.89561,1.41543,-0.00629427,All,#4682B4,0
7,1,-2.42557,-1.0304,0.825375,0.637675,All,#4682B4,0
8,1,-2.55572,0.208247,-0.489236,0.121297,All,#4682B4,0
9,1,-2.41217,-1.21886,0.658539,-0.888164,All,#4682B4,0
10,1,-2.79989,-0.189613,-0.268238,0.239799,All,#4682B4,0
11,1,-2.31848,-1.20107,0.582382,0.535501,All,#4682B4,0
12,1,-2.6435,-0.60309,0.734018,1.57279,All,#4682B4,0
13,1,-2.59041,-0.588198,0.276062,1.83124,All,#4682B4,0
14,1,-2.49836,-0.459783,0.857838,-0.113313,All,#4682B4,0
15,1,-2.53618,-0.239922,-0.153724,-0.30864,All,#4682B4,0
16,1,-2.53287,-0.625007,0.387119,0.915998,All,#4682B4,0
17,1,-2.45918,-0.924682,0.752457,-0.448496,All,#4682B4,0
18,1,-2.73754,-0.732266,0.267513,0.502992,All,#4682B4,0
19,1,-2.31751,-1.35851,0.693792,0.596315,All,#4682B4,0
20,1,-3.07139,-0.209184,0.175808,1.56277,All,#4682B4,0
21,1,-2.54287,-0.759996,0.885061,2.01624,All,#4682B4,0
22,1,-2.66733,-0.256167,0.432351,-0.864092,All,#4682B4,0
23,1,-2.18656,-1.89018,0.818504,0.597112,All,#4682B4,0
24,1,-2.55009,-1.01086,0.794572,0.0637077,All,#4682B4,0
25,1,-2.55641,-1.01622,0.23335,0.397748,All,#4682B4,0
26,1,-2.48268,-0.921276,0.0382718,0.873059,All,#4682B4,0
27,1,-2.86761,-0.538333,0.369544,2.53613,All,#4682B4,0
28,1,-2.46562,-0.921315,0.739661,-0.296309,All,#4682B4,0
29,1,-2.60272,-0.628782,0.601342,0.0252812,All,#4682B4,0
30,1,-2.52711,-0.546589,-0.401995,-0.866905,All,#4682B4,0
31,1,-1.67615,-3.28387,1.35038,1.03599,All,#4682B4,0
32,1,-2.47779,-1.06626,0.380365,-0.407239,All,#4682B4,0
33,1,-2.6917,-0.474494,0.664766,0.487836,All,#4682B4,0
34,1,-2.10313,-1.63147,1.48871,-0.674752,All,#4682B4,0
35,1,-2.67897,-0.785713,0.199399,0.165006,All,#4682B4,0
36,1,-2.49208,-1.31083,0.0724237,0.17348,All,#4682B4,0
37,1,-2.45115,-1.11088,0.393123,-0.0225948,All,#4682B4,0
38,1,-2.70897,-0.744438,0.395937,0.282705,All,#4682B4,0
39,1,-2.56559,-0.720919,0.0421462,1.31056,All,#4682B4,0
40,1,-2.75626,-0.146095,0.765521,0.649045,All,#4682B4,0
41,1,-2.45092,-0.913713,0.580908,-1.32864,All,#4682B4,0
42,1,-2.33811,-1.22,0.75918,-1.34727,All,#4682B4,0
43,1,-2.36254,-1.2801,1.19553,0.181082,All,#4682B4,0
44,1,-2.50951,-0.665089,0.565835,-0.68846,All,#4682B4,0
45,1,-2.38344,-1.53381,0.895147,0.152214,All,#4682B4,0
46,1,-2.09433,-1.90055,1.23229,-0.887823,All,#4682B4,0
47,1,-2.63566,-0.40479,0.629577,-0.221976,All,#4682B4,0
48,1,-2.27357,-1.42455,-0.0199409,-0.0345574,All,#4682B4,0
49,1,-2.48786,-1.21865,0.926316,0.805242,All,#4682B4,0
50,1,-2.33618,-2.41859,1.17949,2.09176,All,#4682B4,0
1,2,0.69015,0.879343,-1.00933,-0.265548,All,#4682B4,0
2,2,0.712542,0.642339,-0.403103,2.1154,All,#4682B4,0
3,2,0.655845,1.0153,-0.800707,-0.779259,All,#4682B4,0
4,2,1.1689,0.236747,0.264279,-0.934036,All,#4682B4,0
5,2,1.22564,0.100457,0.352862,-0.319335,All,#4682B4,0
6,2,0.883199,0.222996,0.0150915,-1.73541,All,#4682B4,0
7,2,0.782213,1.06752,-0.618719,1.49202,All,#4682B4,0
8,2,1.08905,-0.200983,0.681199,-1.50164,All,#4682B4,0
9,2,1.11969,-0.294512,0.621472,-0.723683,All,#4682B4,0
10,2,0.714672,0.969503,-0.410653,0.344644,All,#4682B4,0
11,2,0.971742,0.222932,0.0396896,-1.0625,All,#4682B4,0
12,2,1.02767,0.128605,-0.160153,0.275426,All,#4682B4,0
13,2,0.823043,0.386466,-0.254986,-1.34109,All,#4682B4,0
14,2,0.84598,0.402301,-0.500892,0.423839,All,#4682B4,0
15,2,0.71946,0.664375,-0.905815,-0.793927,All,#4682B4,0
16,2,0.68424,0.668936,-0.801245,-0.895551,All,#4682B4,0
17,2,0.907841,0.462388,0.45612,-1.00499,All,#4682B4,0
18,2,0.822001,0.431016,0.173827,-0.417107,All,#4682B4,0
19,2,1.07422,0.230766,0.53363,-1.38635,All,#4682B4,0
20,2,0.764764,0.428861,-0.126764,0.683714,All,#4682B4,0
21,2,0.928208,0.29579,0.453703,-1.41245,All,#4682B4,0
22,2,0.738139,0.321473,-0.313884,-0.424254,All,#4682B4,0
23,2,0.960396,-0.40168,-0.266132,0.0592386,All,#4682B4,0
24,2,0.550363,0.813539,-0.828464,2.5336,All,#4682B4,0
25,2,0.946592,0.744735,-0.0955512,-1.08542,All,#4682B4,0
26,2,0.764324,0.612824,-0.246458,-0.535518,All,#4682B4,0
27,2,0.843308,0.278356,-0.398487,-0.554186,All,#4682B4,0
28,2,0.750447,0.510322,-0.185134,0.718119,All,#4682B4,0
29,2,0.912197,0.521301,-0.336307,-0.220852,All,#4682B4,0
30,2,0.695835,1.13306,-0.953338,-1.33401,All,#4682B4,0
31,2,0.538692,1.18216,-0.869075,0.664554,All,#4682B4,0
32,2,0.885459,0.323001,-0.216117,-0.155321,All,#4682B4,0
