rep,ID,eta_Cl_simulated,eta_V1_simulated,eta_Q_simulated,eta_V2_simulated,split,color,filter
1,1,-0.637285,-0.314663,0.484217,0.033541,All,#4682B4,0
2,1,-0.643709,-0.193396,0.00272235,-0.0028812,All,#4682B4,0
3,1,-0.697594,-0.133771,-0.120404,0.0150927,All,#4682B4,0
4,1,-0.658212,-0.076023,0.306832,-0.0165234,All,#4682B4,0
5,1,-0.665494,-0.410876,0.58166,0.00503283,All,#4682B4,0
6,1,-0.652898,-0.295495,0.462224,0.0492203,All,#4682B4,0
7,1,-0.630534,-0.820769,0.883271,-0.0201156,All,#4682B4,0
8,1,-0.710578,-0.342236,0.217664,0.0633963,All,#4682B4,0
9,1,-0.699501,-0.302206,0.264675,0.0685249,All,#4682B4,0
10,1,-0.674263,-0.425595,0.555613,0.0717063,All,#4682B4,0
1,2,0.305395,0.133303,0.452159,-0.0546428,All,#4682B4,0
2,2,0.260033,0.20554,-0.256228,-0.0432903,All,#4682B4,0
3,2,0.209079,0.180928,-0.413742,-0.0354477,All,#4682B4,0
4,2,0.267226,0.160485,0.19963,-0.0588242,All,#4682B4,0
5,2,0.210558,0.186259,-0.47478,0.0226447,All,#4682B4,0
6,2,0.230414,0.193687,-0.177279,0.0382492,All,#4682B4,0
7,2,0.251672,0.0469525,0.033042,0.0164439,All,#4682B4,0
8,2,0.272903,0.06341,0.199567,0.000154822,All,#4682B4,0
9,2,0.221547,0.109952,-0.254669,0.0500808,All,#4682B4,0
10,2,0.243605,0.0618024,0.0894029,0.0174082,All,#4682B4,0
1,3,0.165861,0.152685,-0.234488,0.0376665,All,#4682B4,0
2,3,0.195605,0.0553946,0.322136,0.0505355,All,#4682B4,0
3,3,0.220186,0.150604,0.107134,0.0180244,All,#4682B4,0
4,3,0.19091,0.179365,0.249643,-0.0552825,All,#4682B4,0
5,3,0.166751,0.128764,-0.0326814,0.136616,All,#4682B4,0
6,3,0.151644,0.142657,-0.178514,0.0151493,All,#4682B4,0
7,3,0.165312,0.121874,-0.048043,-0.0120895,All,#4682B4,0
8,3,0.189791,0.0819779,0.364578,-0.0206072,All,#4682B4,0
9,3,0.158699,0.0503747,0.0105928,0.00225542,All,#4682B4,0
10,3,0.185049,0.125522,0.0986252,0.0109273,All,#4682B4,0
1,4,0.00312476,-0.0630209,-0.102602,-0.0760245,All,#4682B4,0
2,4,-0.0422216,-0.0583388,-0.528626,-0.0581142,All,#4682B4,0
3,4,-0.0827925,-0.108395,-0.710117,0.0126939,All,#4682B4,0
4,4,-0.0280911,-0.068153,-0.127018,0.0107307,All,#4682B4,0
5,4,0.00452426,-0.174598,-0.275494,-0.065078,All,#4682B4,0
6,4,0.0178308,0.0250644,-0.240648,0.00585318,All,#4682B4,0
7,4,0.0561693,0.0380478,-0.256152,-0.00138137,All,#4682B4,0
8,4,-0.00134685,-0.156392,-0.355549,0.0365365,All,#4682B4,0
9,4,-0.045972,-0.00119487,-0.962891,0.0369826,All,#4682B4,0
10,4,-0.0558262,-0.0631691,-0.947679,0.0681822,All,#4682B4,0
1,5,-0.135751,0.108437,0.21889,0.0442704,All,#4682B4,0
2,5,-0.0480395,0.10581,0.762461,-0.00763544,All,#4682B4,0
3,5,-0.10559,-0.0384343,0.721053,0.0567321,All,#4682B4,0
4,5,-0.125025,-0.0716962,0.910509,-0.0136544,All,#4682B4,0
5,5,-0.109641,0.0582211,0.446001,0.0335371,All,#4682B4,0
6,5,-0.100949,-0.1347,0.756509,-0.0552629,All,#4682B4,0
7,5,-0.0931901,-0.0731661,1.28786,-0.0266008,All,#4682B4,0
8,5,-0.173109,-0.0185457,0.159956,-0.0699398,All,#4682B4,0
9,5,-0.131509,-0.0472671,0.480013,0.0367872,All,#4682B4,0
10,5,-0.134641,0.103013,0.202194,0.0138149,All,#4682B4,0
1,6,0.127929,0.410391,1.06286,-0.0257042,All,#4682B4,0
2,6,0.102813,0.32299,0.851425,-0.035842,All,#4682B4,0
3,6,0.138987,0.300044,1.1261,-0.0473379,All,#4682B4,0
4,6,0.168018,0.602897,1.14483,0.0695238,All,#4682B4,0
5,6,0.108983,0.590475,0.277577,0.00899106,All,#4682B4,0
6,6,0.17972,0.498031,1.04708,-0.0341353,All,#4682B4,0
7,6,0.164991,0.300331,1.2051,0.00108825,All,#4682B4,0
8,6,0.162813,0.227545,1.40342,0.0275446,All,#4682B4,0
9,6,0.116427,0.53654,0.447346,0.0680438,All,#4682B4,0
10,6,0.160994,0.453379,0.499755,-0.0146067,All,#4682B4,0
1,7,0.128193,-0.473459,-0.767247,-0.0696438,All,#4682B4,0
2,7,0.110002,-0.499867,-0.825779,-0.00405449,All,#4682B4,0
