rep,ID,eta_Cl_simulated,eta_V1_simulated,eta_Q_simulated,eta_V2_simulated,split,color,filter
0,1,0.0564372,0.364794,1.81927,-1.30033,All,#4682B4,0
1,1,0.104509,0.262575,3.47552,-0.885098,All,#4682B4,0
2,1,0.179644,-0.349416,2.4687,-0.631928,All,#4682B4,0
3,1,0.0918784,0.437786,-1.10991,0.0488217,All,#4682B4,0
4,1,0.0393473,0.249588,-0.980068,0.488639,All,#4682B4,0
5,1,0.244963,0.3362,0.218402,-0.0592188,All,#4682B4,0
6,1,-0.00712734,0.423207,0.102326,0.682573,All,#4682B4,0
7,1,0.214741,-0.14531,2.43304,-0.21641,All,#4682B4,0
8,1,-0.0686831,0.366654,-0.751641,1.52722,All,#4682B4,0
9,1,-0.0432789,0.225997,-1.8104,1.46468,All,#4682B4,0
0,2,0.125453,0.363547,0.247623,1.05461,All,#4682B4,0
1,2,-0.262313,0.162797,1.22376,2.73318,All,#4682B4,0
2,2,0.113865,0.145455,0.295269,1.64227,All,#4682B4,0
3,2,0.240065,-0.117338,2.24712,0.818576,All,#4682B4,0
4,2,0.14048,0.503396,1.59248,-2.68274,All,#4682B4,0
5,2,0.183832,0.101458,2.57416,-0.488429,All,#4682B4,0
6,2,0.120644,0.0881935,-0.0396408,0.466492,All,#4682B4,0
7,2,0.112741,0.110888,1.59134,-1.16253,All,#4682B4,0
8,2,0.181638,0.176838,0.32049,0.703955,All,#4682B4,0
9,2,0.146359,0.47269,0.69713,-0.512303,All,#4682B4,0
0,3,0.102483,0.344271,0.919078,-0.673058,All,#4682B4,0
1,3,0.320367,0.312588,0.810688,0.416012,All,#4682B4,0
2,3,0.195183,0.0291491,-0.521461,-0.108358,All,#4682B4,0
3,3,0.0812147,0.435495,-0.399184,1.64979,All,#4682B4,0
4,3,0.148518,-0.569844,0.354458,0.363528,All,#4682B4,0
5,3,0.27971,-0.111819,1.81721,0.0470785,All,#4682B4,0
6,3,0.125827,0.24682,-1.25032,0.255178,All,#4682B4,0
7,3,0.276825,0.0528824,0.328399,-0.165927,All,#4682B4,0
