rep,ID,eta_Cl_simulated,eta_V1_simulated,eta_Q_simulated,eta_V2_simulated,split,color,filter
1,1,-2.83625,-0.808245,0.216615,0.228495,All,#4682B4,0
2,1,-2.30421,-1.75509,-0.0139217,-0.0142712,All,#4682B4,0
3,1,-2.01528,-1.26218,0.987505,-0.185098,All,#4682B4,0
4,1,-1.9646,-1.29545,1.31594,0.0895037,All,#4682B4,0
5,1,-1.86307,-1.66943,1.05616,0.547842,All,#4682B4,0
6,1,-3.01602,-0.14215,0.266875,-0.189805,All,#4682B4,0
7,1,-1.62716,-2.74628,1.78948,0.20336,All,#4682B4,0
8,1,-2.19002,-1.27286,0.320117,-0.337839,All,#4682B4,0
9,1,-2.64576,-0.209756,1.24301,-0.356742,All,#4682B4,0
10,1,-2.10581,-0.734786,1.52291,-0.529362,All,#4682B4,0
1,2,0.664941,0.510266,-0.718217,-0.213873,All,#4682B4,0
2,2,1.1551,0.506208,-0.17082,-0.505399,All,#4682B4,0
3,2,0.55927,0.842893,-0.829651,-0.948572,All,#4682B4,0
4,2,1.05999,0.0951934,-0.214318,-0.54994,All,#4682B4,0
5,2,0.665011,0.893981,-0.522479,-0.904092,All,#4682B4,0
6,2,1.06827,0.103064,-0.258914,-0.52833,All,#4682B4,0
7,2,0.208727,1.30286,-1.19275,-0.353482,All,#4682B4,0
8,2,1.34686,-0.131849,0.488214,-0.86635,All,#4682B4,0
9,2,0.625787,1.28829,-0.662548,-0.251039,All,#4682B4,0
10,2,0.874802,0.750843,-0.367985,-0.730048,All,#4682B4,0
1,3,1.05898,-0.612413,0.403057,1.35874,All,#4682B4,0
2,3,1.12938,-1.20795,0.890038,2.17636,All,#4682B4,0
3,3,1.02503,0.0552829,0.463508,0.172423,All,#4682B4,0
4,3,0.91762,-0.336017,0.563517,1.4401,All,#4682B4,0
5,3,0.804779,-0.225522,0.550876,1.65571,All,#4682B4,0
6,3,1.26155,-0.303636,0.864281,0.54123,All,#4682B4,0
7,3,0.752752,-0.386488,0.167299,1.009,All,#4682B4,0
