rep,id,eta_fi,eta_Cl,eta_V1,eta_Q,eta_V2
1,1,-0.614179317950489,-0.662661871733913,-0.0600414965734483,-0.269532768395013,0.0765094322248021
2,1,-0.456393057338153,-0.734090804852728,-0.0831877969867489,0.388433704557764,0.677499317003377
3,1,-0.72112145621808,-0.669225266126029,-0.260901050893729,-0.249384774408993,-0.870216383777793
4,1,-0.564209165432469,-0.622992219732979,-0.0834802203150252,-0.297120476956626,-0.608615546182011
5,1,-0.519971653392957,-0.721003797600638,0.0750652392076267,-0.332348796330035,0.329005724624236
6,1,-0.555293922794682,-0.775579423729559,-0.0748860557976102,-0.539201725566083,0.816326801267575
7,1,-0.635445978965729,-0.687245071597631,-0.128427617705181,-0.265040451011378,-0.441576380974366
8,1,-0.51959096213093,-0.765354631586812,-0.151561305795333,-0.133741689084779,0.511568925025402
9,1,-0.762257879531748,-0.590378382616798,-0.203782644054652,-0.687031029208201,-0.898382324400338
10,1,-0.618040763953266,-0.750807439860635,-0.0607448077634134,-0.220807913115199,0.52855513211714
1,2,-0.0874054198469772,0.212618550737602,0.0465362839195513,-0.655036229600156,-0.652625842744995
2,2,0.0871341371400367,0.277358391149865,0.0399494212155785,0.282288352172248,-0.535902420934312
3,2,0.255485627554815,0.23224912966611,0.0493985992020615,-0.467757587465801,0.364695914005604
4,2,0.109329695639441,0.31084419543253,0.0137244648133005,0.0230951937433755,-0.0139436821118316
5,2,0.0933829729715735,0.310628299965569,0.136638974459482,0.0589428905622825,0.0995872040507119
6,2,0.213827064105083,0.3142925516237,-0.0191698446146619,0.0124382917853801,-0.245202870118618
7,2,0.227756920457954,0.226620846043641,0.117437948450418,-0.114067234466408,1.17442262685484
8,2,0.00862126895893581,0.276655924689219,-0.0418020018198344,0.32718870143839,0.0380848994767828
9,2,0.196041864998394,0.256411061602475,0.0257190553837471,-0.151556724558655,-0.686434450165979
10,2,0.0957462897788793,0.271771561882353,0.0572756032925038,0.0170196283037325,0.770892899904559
1,3,-0.100340355653838,0.160330414226603,-0.00685661681419554,-0.301568544393099,0.0850194787855152
2,3,-0.00192294241883741,0.2251431552792,0.0240107105343653,0.168539710235342,-0.167580142362604
3,3,0.0570389987598222,0.0715790505304866,0.0622538876150667,-0.282846510886538,1.25228635475207
4,3,-0.0540795977312373,0.0417783442064439,-0.051587532506145,-0.0688848487504033,1.41369304117496
