rep,ID,eta_Cl_simulated,eta_V1_simulated,eta_Q_simulated,eta_V2_simulated,split,color,filter
1,1,-2.74012,-0.619179,0.0455439,-0.571359,All,#4682B4,0
2,1,-2.65759,-0.681086,-0.0966394,-0.213866,All,#4682B4,0
3,1,-2.57504,-0.646853,0.340319,-1.37759,All,#4682B4,0
4,1,-2.58001,0.298135,0.264783,-1.50982,All,#4682B4,0
5,1,-2.73344,-1.49864,-0.129914,-0.072921,All,#4682B4,0
6,1,-2.76895,0.224391,0.452849,-0.863231,All,#4682B4,0
7,1,-2.43984,-1.78085,0.220629,-0.504925,All,#4682B4,0
8,1,-2.56236,-0.683129,0.184175,-0.766941,All,#4682B4,0
9,1,-2.52473,-1.09994,0.641199,-0.0675625,All,#4682B4,0
10,1,-2.55501,0.255575,-0.367823,-0.664315,All,#4682B4,0
11,1,-2.77981,-0.265081,0.245373,-1.66604,All,#4682B4,0
12,1,-2.49883,-1.582,0.332179,0.0632403,All,#4682B4,0
13,1,-2.52709,-0.626779,0.498423,-0.359128,All,#4682B4,0
14,1,-2.59702,-0.441238,-0.161168,-0.354616,All,#4682B4,0
15,1,-2.51937,-1.23813,0.302991,-0.936381,All,#4682B4,0
16,1,-2.37525,-0.129594,0.350738,-0.997932,All,#4682B4,0
17,1,-2.76413,-1.51572,-0.626273,0.424984,All,#4682B4,0
18,1,-2.49199,-1.57471,-0.272187,0.510288,All,#4682B4,0
19,1,-2.87244,-1.47622,0.54408,-1.1091,All,#4682B4,0
20,1,-2.59526,-0.658138,0.0487105,-0.669769,All,#4682B4,0
21,1,-2.57541,-0.263979,0.657409,-0.301023,All,#4682B4,0
22,1,-2.64228,0.071274,0.516352,-0.546125,All,#4682B4,0
23,1,-2.48022,0.295497,-0.153622,-2.43837,All,#4682B4,0
24,1,-2.79831,-0.863435,0.272267,-0.480941,All,#4682B4,0
25,1,-2.682,0.282444,0.30884,-0.680873,All,#4682B4,0
26,1,-2.88155,0.0844217,-0.510075,-0.563287,All,#4682B4,0
27,1,-2.53271,-0.783763,-0.280905,-1.39462,All,#4682B4,0
28,1,-2.69967,0.34195,0.0743249,-1.3532,All,#4682B4,0
29,1,-2.77709,-1.93739,0.707717,0.587715,All,#4682B4,0
30,1,-2.48017,-0.974694,0.66654,-0.0746855,All,#4682B4,0
31,1,-2.59669,-0.765574,0.489251,-0.963793,All,#4682B4,0
32,1,-2.45069,-1.70773,0.0589806,-0.278805,All,#4682B4,0
33,1,-2.67208,-0.0595055,0.0242393,-0.650252,All,#4682B4,0
34,1,-2.8111,-1.52778,0.106287,0.167981,All,#4682B4,0
35,1,-2.62123,-0.595819,0.0541294,-1.05233,All,#4682B4,0
36,1,-2.46992,-0.82181,-0.404403,-0.697689,All,#4682B4,0
37,1,-2.53672,-0.32383,0.769808,-0.357202,All,#4682B4,0
38,1,-2.72636,-0.800312,0.728714,-0.205578,All,#4682B4,0
39,1,-2.58838,0.479165,0.753845,-2.04984,All,#4682B4,0
40,1,-2.47181,-0.376897,0.109178,-0.826812,All,#4682B4,0
41,1,-2.68605,-0.277239,0.247372,-0.31817,All,#4682B4,0
42,1,-2.49855,-0.564255,0.0966193,-0.562346,All,#4682B4,0
43,1,-2.44754,-1.34285,0.301483,-0.974464,All,#4682B4,0
44,1,-2.69359,0.10789,-0.361721,-0.513484,All,#4682B4,0
45,1,-2.69162,-2.32276,-0.453709,0.71748,All,#4682B4,0
46,1,-2.66002,-0.0520582,0.111527,-1.10275,All,#4682B4,0
47,1,-2.32302,-0.908768,0.0208921,-1.16724,All,#4682B4,0
48,1,-2.70564,-0.683853,0.0127148,0.12991,All,#4682B4,0
49,1,-2.60347,0.643943,0.536172,-1.23364,All,#4682B4,0
50,1,-2.47916,-0.39361,0.102536,-0.984369,All,#4682B4,0
1,2,0.900076,0.432594,0.570579,-0.69597,All,#4682B4,0
2,2,0.999211,0.133966,-0.748266,0.854815,All,#4682B4,0
3,2,1.01881,0.755103,0.8813,-1.05707,All,#4682B4,0
4,2,1.01243,-0.145661,0.252056,0.126522,All,#4682B4,0
5,2,1.06008,0.89184,0.897425,-0.955987,All,#4682B4,0
6,2,1.02883,0.217529,-0.0685553,0.856814,All,#4682B4,0
7,2,0.879227,-0.147114,0.958075,-0.643997,All,#4682B4,0
8,2,1.00431,0.92602,0.491952,-0.642055,All,#4682B4,0
9,2,1.1412,0.593397,1.41219,-0.630618,All,#4682B4,0
10,2,0.923255,0.573299,-0.4526,0.50223,All,#4682B4,0
11,2,0.897365,0.927972,0.55324,-1.11524,All,#4682B4,0
12,2,0.973752,-0.735184,0.114748,0.554984,All,#4682B4,0
13,2,1.07464,-1.39518,1.19947,0.36909,All,#4682B4,0
14,2,0.884936,0.814099,-0.416602,0.459128,All,#4682B4,0
15,2,0.992027,-0.0856128,0.371717,0.0228248,All,#4682B4,0
16,2,1.02627,-0.297662,0.528601,0.213226,All,#4682B4,0
17,2,0.972458,1.13198,1.14632,-1.56317,All,#4682B4,0
18,2,0.854645,0.68739,-0.643189,0.673034,All,#4682B4,0
19,2,0.916236,0.582278,0.0883374,-0.546072,All,#4682B4,0
20,2,1.03534,0.562922,0.446652,-0.389221,All,#4682B4,0
21,2,1.02716,-0.197126,0.0991352,0.94013,All,#4682B4,0
22,2,0.951629,0.109109,-0.23621,1.12337,All,#4682B4,0
23,2,1.07849,-1.80164,0.597335,1.21529,All,#4682B4,0
24,2,0.852826,-0.815961,-0.0226507,0.631161,All,#4682B4,0
25,2,0.998554,1.26497,-0.417569,0.0792035,All,#4682B4,0
26,2,0.87856,0.165021,-0.594791,0.855712,All,#4682B4,0
27,2,0.850067,-1.2094,-0.381928,1.66023,All,#4682B4,0
28,2,0.886324,2.57124,-0.696999,-0.924441,All,#4682B4,0
29,2,0.716017,0.641488,-0.866283,0.33336,All,#4682B4,0
30,2,0.908184,0.90328,-0.320009,0.528982,All,#4682B4,0
31,2,0.764499,0.232195,-0.755186,0.679391,All,#4682B4,0
32,2,0.730286,-0.412485,-0.460485,0.928607,All,#4682B4,0
33,2,0.986397,-0.304452,-0.36326,0.866848,All,#4682B4,0
34,2,0.99742,0.472696,-0.352052,0.768361,All,#4682B4,0
35,2,1.0111,-0.214681,-0.258014,1.26602,All,#4682B4,0
36,2,0.941157,1.08163,-0.0299903,0.0105038,All,#4682B4,0
37,2,0.95399,-0.165445,-0.240866,0.664939,All,#4682B4,0
38,2,0.907618,1.19749,-0.681219,0.341914,All,#4682B4,0
39,2,0.977344,-0.694106,-0.486621,1.68928,All,#4682B4,0
40,2,1.2397,1.50283,0.158778,-0.325329,All,#4682B4,0
41,2,0.913413,0.572122,-0.22337,-0.0755631,All,#4682B4,0
42,2,0.997821,1.35045,-0.470145,0.170729,All,#4682B4,0
43,2,0.807725,0.635041,-0.873421,0.939047,All,#4682B4,0
44,2,1.09033,0.402459,0.700698,-0.471891,All,#4682B4,0
45,2,0.965305,0.0214268,-0.196905,0.375099,All,#4682B4,0
46,2,1.04238,0.809871,-0.320365,0.383234,All,#4682B4,0
47,2,0.79025,2.19862,-0.875368,-0.33197,All,#4682B4,0
48,2,0.959227,-1.25266,1.14211,0.261131,All,#4682B4,0
49,2,1.22253,-0.992003,0.874322,0.990551,All,#4682B4,0
50,2,0.735518,-0.234447,-0.717676,1.04797,All,#4682B4,0
1,3,0.713982,0.114564,0.447257,-0.0152975,All,#4682B4,0
2,3,0.846674,0.145231,0.704044,0.254201,All,#4682B4,0
3,3,0.861674,0.787689,0.0558456,0.567391,All,#4682B4,0
4,3,0.819726,1.1237,-0.0554509,0.278263,All,#4682B4,0
5,3,0.720553,0.825981,0.0531957,-0.316796,All,#4682B4,0
6,3,0.722288,-0.503754,0.112566,0.772685,All,#4682B4,0
7,3,0.695131,1.09485,-0.288094,0.171385,All,#4682B4,0
8,3,0.844324,1.50814,0.0799918,-0.0107454,All,#4682B4,0
9,3,0.593763,0.135695,0.0558176,0.0617538,All,#4682B4,0
10,3,0.662269,0.583056,-0.0800989,-0.0144722,All,#4682B4,0
11,3,0.679936,2.21906,-0.202945,-0.618732,All,#4682B4,0
12,3,0.823747,-0.0941951,0.0705881,0.753826,All,#4682B4,0
13,3,0.615376,-0.37963,-0.378545,0.410334,All,#4682B4,0
14,3,0.739368,0.576468,0.191609,0.120411,All,#4682B4,0
15,3,0.617912,-0.267665,-0.375421,0.859186,All,#4682B4,0
16,3,0.517968,-1.15689,-0.440256,1.12577,All,#4682B4,0
17,3,1.11566,1.46859,0.323124,0.863254,All,#4682B4,0
18,3,0.593291,0.474097,-0.181744,0.202358,All,#4682B4,0
19,3,0.762822,0.344644,-0.10615,0.456551,All,#4682B4,0
20,3,0.629868,-0.386348,-0.174743,0.674254,All,#4682B4,0
21,3,0.636631,0.37014,0.563445,-0.282706,All,#4682B4,0
22,3,0.647404,0.0729603,-0.129504,0.614867,All,#4682B4,0
23,3,0.7511,-0.17704,0.496242,0.581355,All,#4682B4,0
24,3,0.67591,-0.907481,0.0559393,0.905409,All,#4682B4,0
25,3,0.643574,-1.45519,-0.00787242,0.763955,All,#4682B4,0
26,3,0.615969,-0.966333,-0.443922,1.09068,All,#4682B4,0
27,3,0.645895,-1.08509,0.106631,1.15471,All,#4682B4,0
28,3,0.585112,-0.217079,-0.0647344,0.254474,All,#4682B4,0
29,3,0.447931,-0.747958,-0.350401,1.32322,All,#4682B4,0
30,3,0.639043,-0.0590601,-0.508313,0.752425,All,#4682B4,0
31,3,0.703019,0.0492765,-0.0882456,0.397829,All,#4682B4,0
32,3,0.663798,1.00137,-0.0518277,-0.462801,All,#4682B4,0
33,3,0.933836,0.424553,-0.125767,0.704111,All,#4682B4,0
34,3,0.771667,1.5007,-0.422017,-0.347589,All,#4682B4,0
35,3,0.690147,1.24408,-0.000961232,-0.331322,All,#4682B4,0
36,3,0.864082,0.984986,0.594732,-0.338678,All,#4682B4,0
37,3,0.752411,0.753568,0.0241572,0.45763,All,#4682B4,0
38,3,0.882946,0.342838,0.113937,0.806974,All,#4682B4,0
39,3,0.678987,0.647545,-0.444035,0.368445,All,#4682B4,0
40,3,0.680439,0.505408,0.229669,-0.173675,All,#4682B4,0
41,3,0.736599,-0.151383,0.0199214,0.880646,All,#4682B4,0
42,3,0.709598,0.558443,-0.314373,0.803207,All,#4682B4,0
43,3,0.75945,0.341765,-0.00457151,0.583013,All,#4682B4,0
44,3,0.815363,-0.672467,0.54313,0.763854,All,#4682B4,0
45,3,0.536057,-0.0978667,-0.0103545,0.688092,All,#4682B4,0
46,3,0.621754,0.202821,-0.392097,1.0585,All,#4682B4,0
47,3,0.851955,1.31706,0.25762,-0.124016,All,#4682B4,0
48,3,0.971963,-0.923803,0.929116,0.849412,All,#4682B4,0
49,3,0.886874,0.742123,0.120387,0.128389,All,#4682B4,0
50,3,0.65802,-0.0750256,-0.424761,1.18083,All,#4682B4,0
1,4,-0.0754347,0.803953,-1.4319,-0.378656,All,#4682B4,0
2,4,-0.011009,-0.0193885,0.669314,-1.7046,All,#4682B4,0
3,4,-0.0724054,1.48914,0.0340442,-1.81228,All,#4682B4,0
4,4,0.0351049,-1.04409,1.39595,-1.39642,All,#4682B4,0
5,4,-0.257572,0.634694,-1.20808,-0.300426,All,#4682B4,0
6,4,0.110234,-1.45063,0.841957,-0.742263,All,#4682B4,0
7,4,0.225891,0.0794302,0.255499,-0.92616,All,#4682B4,0
8,4,-0.00108124,-1.14859,0.801991,-1.03954,All,#4682B4,0
9,4,-0.044882,-0.66353,-0.694916,0.458199,All,#4682B4,0
10,4,0.0283067,0.716641,1.27841,-2.33577,All,#4682B4,0
11,4,0.026431,-0.0970416,0.320995,-1.10103,All,#4682B4,0
12,4,0.0748043,-1.28997,1.04948,-1.06355,All,#4682B4,0
13,4,-0.0280342,-1.27794,-1.01317,0.749488,All,#4682B4,0
14,4,0.091934,-0.738736,1.2987,-1.29514,All,#4682B4,0
15,4,-0.0241847,-0.745179,-1.13043,0.727887,All,#4682B4,0
16,4,-0.141484,-0.0852863,1.97062,-1.86898,All,#4682B4,0
17,4,0.00974852,-1.0018,-0.293372,0.769406,All,#4682B4,0
18,4,-0.115367,-1.18971,1.19327,-0.835281,All,#4682B4,0
19,4,-0.11045,-0.290249,-1.40933,0.516637,All,#4682B4,0
20,4,-0.092571,-2.3897,1.02007,-0.307622,All,#4682B4,0
21,4,-0.106248,-0.816145,-0.95358,0.662734,All,#4682B4,0
22,4,-0.211852,-0.171083,-0.499014,-1.09415,All,#4682B4,0
23,4,-0.189205,-0.45429,-1.04039,0.383229,All,#4682B4,0
24,4,-0.00432839,-1.86448,1.43223,-0.668364,All,#4682B4,0
25,4,-0.337027,-0.720242,-1.66774,0.502087,All,#4682B4,0
26,4,-0.385957,-0.131614,-1.25189,-0.84709,All,#4682B4,0
27,4,-0.213292,1.35583,-0.919636,-1.08303,All,#4682B4,0
28,4,-0.0485414,-0.308944,-0.917807,0.268824,All,#4682B4,0
29,4,-0.23108,1.39564,-1.54296,-0.757951,All,#4682B4,0
30,4,-0.080257,-0.204817,0.935147,-1.67221,All,#4682B4,0
31,4,-0.152765,-0.380329,-1.08032,0.357317,All,#4682B4,0
32,4,-0.120237,-0.00958672,-0.760637,0.0356989,All,#4682B4,0
33,4,-0.0343742,-0.513564,0.581773,-1.32292,All,#4682B4,0
34,4,-0.0130931,-1.08023,0.820698,-1.34661,All,#4682B4,0
35,4,-0.0677987,1.55566,-0.861217,-1.03534,All,#4682B4,0
36,4,-0.173376,1.79418,-1.16205,-1.2654,All,#4682B4,0
37,4,-0.117026,-0.468952,0.824886,-1.44362,All,#4682B4,0
38,4,-0.126304,-0.831683,0.933187,-1.38603,All,#4682B4,0
39,4,-0.1649,-0.744228,-1.40162,0.471644,All,#4682B4,0
40,4,-0.0983517,-1.01581,-1.21961,0.666647,All,#4682B4,0
41,4,0.14529,0.572383,1.3266,-2.13401,All,#4682B4,0
42,4,-0.0377239,-1.16346,1.13221,-1.20021,All,#4682B4,0
43,4,-0.157284,-0.230835,-1.60421,0.0144378,All,#4682B4,0
44,4,-0.0578496,-1.22732,-1.09414,0.972272,All,#4682B4,0
45,4,0.115419,-1.42255,0.791537,-0.720248,All,#4682B4,0
46,4,-0.0389183,-0.55965,0.548407,-1.63309,All,#4682B4,0
47,4,-0.189689,-0.213402,-0.343873,-0.815276,All,#4682B4,0
48,4,0.0450361,-0.566912,0.603368,-0.981067,All,#4682B4,0
49,4,-0.105672,-0.790757,0.7917,-1.1173,All,#4682B4,0
50,4,-0.0920743,-0.505349,0.829657,-1.55819,All,#4682B4,0
1,5,-0.489249,0.482347,-0.0133291,0.0775185,All,#4682B4,0
2,5,-0.624978,-0.499555,0.968985,-0.0783515,All,#4682B4,0
3,5,-0.383267,-1.43674,0.206351,2.50652,All,#4682B4,0
4,5,-0.66091,0.937694,-0.314532,0.441963,All,#4682B4,0
5,5,-0.437335,-1.29387,0.832326,0.369591,All,#4682B4,0
6,5,-0.562538,-0.591434,0.262915,0.022555,All,#4682B4,0
7,5,-0.513543,1.16626,0.0218129,0.0117587,All,#4682B4,0
8,5,-0.364488,-0.919331,0.493975,1.64104,All,#4682B4,0
9,5,-0.719737,-1.82142,0.499575,0.364614,All,#4682B4,0
10,5,-0.423652,-0.272254,0.822284,-0.269552,All,#4682B4,0
11,5,-0.585099,-0.47394,0.0523944,1.06628,All,#4682B4,0
12,5,-0.34786,-0.031826,0.445008,1.17988,All,#4682B4,0
13,5,-0.690206,1.11765,0.732758,-1.34381,All,#4682B4,0
14,5,-0.629675,0.946158,0.583829,-0.691532,All,#4682B4,0
15,5,-0.338079,0.285279,0.57743,0.331588,All,#4682B4,0
16,5,-0.440555,0.890193,0.545979,0.399238,All,#4682B4,0
17,5,-0.479098,0.218686,0.662546,-0.171978,All,#4682B4,0
18,5,-0.357433,0.0555013,0.0825291,0.0754142,All,#4682B4,0
19,5,-0.598455,-0.606723,-0.383848,1.20079,All,#4682B4,0
20,5,-0.380499,0.927267,0.0112091,0.441386,All,#4682B4,0
21,5,-0.566242,0.744978,0.778055,-0.324999,All,#4682B4,0
22,5,-0.691848,1.04945,0.18978,-0.599835,All,#4682B4,0
23,5,-0.426966,0.478857,0.632668,0.423406,All,#4682B4,0
24,5,-0.427242,1.18967,0.312276,-0.200268,All,#4682B4,0
25,5,-0.34716,-1.27892,0.975379,1.32808,All,#4682B4,0
26,5,-0.473859,0.911117,0.95442,-0.418779,All,#4682B4,0
27,5,-0.481748,0.0753701,-0.293636,0.683948,All,#4682B4,0
28,5,-0.410186,0.769416,0.608863,-0.042569,All,#4682B4,0
29,5,-0.502205,0.333803,0.584381,0.25434,All,#4682B4,0
30,5,-0.280124,0.971611,1.04955,-0.71559,All,#4682B4,0
31,5,-0.553286,0.519471,-0.14956,0.384913,All,#4682B4,0
32,5,-0.572907,-1.16397,-0.00274306,0.975686,All,#4682B4,0
33,5,-0.470681,-1.29623,1.0529,1.55748,All,#4682B4,0
34,5,-0.381906,-0.620203,0.719073,0.266463,All,#4682B4,0
35,5,-0.514131,1.26694,-0.38714,0.0266528,All,#4682B4,0
36,5,-0.5389,-0.241542,0.44715,0.505212,All,#4682B4,0
37,5,-0.479165,0.902571,-0.0485176,0.112461,All,#4682B4,0
38,5,-0.47389,-0.547158,0.676046,0.0601757,All,#4682B4,0
39,5,-0.433598,0.120715,-0.304902,0.900022,All,#4682B4,0
40,5,-0.417584,0.952203,1.01429,-0.0480655,All,#4682B4,0
41,5,-0.344434,-0.420903,0.759471,0.839746,All,#4682B4,0
42,5,-0.388772,0.638457,0.605065,-0.787805,All,#4682B4,0
43,5,-0.412927,0.840217,0.558855,0.163509,All,#4682B4,0
44,5,-0.538333,-0.0465249,0.493971,0.658222,All,#4682B4,0
45,5,-0.377999,1.54016,0.670344,-0.491925,All,#4682B4,0
46,5,-0.37606,-0.899492,0.752175,0.254926,All,#4682B4,0
47,5,-0.630458,0.999364,0.189076,0.394654,All,#4682B4,0
48,5,-0.644199,0.503194,-0.200273,0.335765,All,#4682B4,0
49,5,-0.536139,-1.28748,0.720601,0.83145,All,#4682B4,0
50,5,-0.44634,0.695931,0.808001,-0.431224,All,#4682B4,0
1,6,0.665186,0.216029,2.36353,1.30509,All,#4682B4,0
2,6,0.448119,-0.839611,2.36594,1.40409,All,#4682B4,0
3,6,0.610179,0.657601,1.81957,1.82432,All,#4682B4,0
