rep,id,eta_fi,eta_Cl,eta_V1,eta_Q,eta_V2
1,1,-0.549625449299318,-0.701049939658618,-0.362587802207319,0.0566839373056458,-0.0440879769238448
2,1,-0.583907174965327,-0.621093880481771,-0.589071461704787,0.120460868985024,0.0435620550511989
3,1,-0.659230529825149,-0.689876498499365,-0.236206171611224,-0.140389010686408,0.358288399964377
4,1,-0.720448456071987,-0.718148180674033,-0.362003053940063,0.00847417824597876,0.254858357813674
5,1,-0.6188913855771,-0.658452987399554,-0.506043366901156,0.0535501797785455,0.266215632938439
6,1,-0.719886521421294,-0.66445428495258,-0.525122889002287,0.327354245036645,0.0259049326919035
7,1,-0.544373938763055,-0.775652741072897,-0.365264477585671,-0.0680174386723529,0.626040597496693
8,1,-0.571323704502148,-0.695328351601739,-0.352121977486164,0.0301942677620941,0.421908018505131
9,1,-0.510785126554803,-0.708424992162668,-0.208817678625674,-0.201060780546675,0.160678796284619
10,1,-0.558186614096077,-0.666043504177282,-0.333069284489565,-0.129953549351667,0.414821878967936
1,2,0.0277991283998715,0.208479318967203,0.116183726328761,-0.501309342025007,-0.398692337718589
2,2,-0.0145600851629396,0.252933231459446,0.12482391784889,-0.494169668389379,0.611356980245195
3,2,0.0739344643138623,0.266988418408201,-0.10248699598954,-0.0299169602536543,-0.668689667689123
4,2,0.0454122552421882,0.207907617013161,0.193124841289799,-0.0495882146212649,-0.541899972124536
5,2,0.00579726492550228,0.201862947559305,0.101314689323926,-0.574277630622506,0.817859455603801
6,2,-0.0245868377077497,0.237979738998082,-0.0873878481282056,0.306929891527791,-0.302695095675987
7,2,0.0578879133344686,0.288384867144331,0.164119867917126,-0.0227738033782618,0.901108590418005
8,2,-0.118840918554427,0.212004256910152,0.010481811944218,-0.21209039856846,-0.50523275657681
9,2,-0.0812603978140096,0.149197492026825,-0.0608380054673633,-0.295839802502915,-0.367931361454293
10,2,-0.0306058087447782,0.145699949823721,-0.112880588906521,0.386233488804304,-0.464666931051104
1,3,0.00704823488850782,0.150532383062014,0.015932381655394,-0.49217949623077,0.518866638995526
2,3,0.100131195790191,0.235816789906501,0.10446407486474,-0.342468965057517,0.0103037646527427
3,3,-0.060379780834612,0.22943711924035,0.0658732272173962,-0.221102876550059,-0.280187466398265
4,3,0.006091384665318,0.284812777033578,0.00815896617421362,-0.24310496193303,0.752787565396454
5,3,0.0854596741954326,0.253489360637314,-0.0110549664662816,0.261458365903279,0.0614193399889139
6,3,0.0915494837625978,0.274343236623141,0.0768534864576365,0.0475148037808524,0.522447680846665
7,3,0.00532160265134855,0.215987792031295,-0.0394478340864794,0.0921600916698507,0.590619932199102
8,3,-0.0349088694729549,0.178741285501266,-0.121890509075371,0.111302545803285,-0.416889553791685
9,3,-0.0091223004060768,0.201373867399437,0.201688367822277,-0.279208481215989,0.44818525116919
10,3,-0.0315220070435785,0.19242521069275,0.137402241985108,0.0375002002826474,-0.378490692891881
1,4,0.201714231919472,-0.00155514542573557,-0.0808985827006522,0.329619464837396,0.375195894526075
2,4,0.156669889203673,-0.057535339804745,-0.0694660453320296,0.0535827919468888,0.932459965388298
3,4,0.159649377270775,-0.0354533840708658,-0.0794055141689797,-0.372726146974087,0.434085778474082
