rep,id,eta_fi,eta_Cl,eta_V1,eta_Q,eta_V2
1,1,-0.526101289214047,-0.563087875562923,0.0534753348590047,-0.148571457851168,-0.269235597666671
2,1,-0.614528517145044,-0.7218380142215,-0.168259544267074,-0.202548145272918,0.287230374220455
3,1,-0.708917196252412,-0.642520534115324,-0.114240292663681,-0.0704381165937732,-0.806540483569148
4,1,-0.636344189312637,-0.687958739288153,-0.23775507426322,-0.0332705844366347,-0.221981889433618
5,1,-0.638964355591898,-0.547937951059059,-0.256564439852773,-0.331921902061626,-0.830845858458047
6,1,-0.605101604604377,-0.684947214262934,-0.156852503799451,-0.401891830982826,-0.098874166895308
7,1,-0.416659578381157,-0.480278328627883,-0.233104082687481,0.250709829254084,-0.703161748118348
8,1,-0.647596833081088,-0.61413796389771,-0.401910031763986,-0.672730688488177,-1.17959609579593
9,1,-0.647742634613315,-0.682557908678998,-0.19128367756527,0.0905690405632624,-0.19415270264509
10,1,-0.636743662072864,-0.593560103039058,-0.027652064753242,0.0461639658948318,-0.783249676532487
1,2,0.0637628953054166,0.240979806749931,0.153483166609157,-0.432008471610297,0.454955985725796
2,2,0.166468524464501,-0.0764896610461797,0.02040911159454,0.0995716585538999,1.75332438590147
3,2,0.0509368951042158,0.218717162008825,0.124753597772868,0.194288691605094,0.803405622460323
4,2,0.0102390567554383,0.286134411687006,0.157157881405279,0.185141626180499,0.0566337708619995
5,2,0.138808343213496,0.200371223668823,-0.0230123241557463,-0.318713837657263,0.646881156215558
6,2,0.07072743849429,-0.195126781002878,0.144769666050293,0.107802623872548,2.0462613859975
7,2,-0.0432866915944945,0.258332689830492,0.0125996015354613,-0.600015872953717,-0.47145689621105
8,2,0.0521868588648294,0.0985038141557127,0.0371384442360811,-0.0214511992589368,1.08505485984413
9,2,-0.017307115631098,0.297639560550942,0.0814793974649373,-0.367121175858413,-0.171186139188914
10,2,0.0327048992199029,0.28897586693033,0.178600422708035,-0.130677098429605,0.422467532513947
1,3,-0.133329690639626,-0.0865555531292325,0.0195613832069443,0.114963842584214,1.38107639432646
2,3,0.00327232222611245,0.0617603301990668,-0.0258521630725634,-0.114053059299513,1.00596017723257
3,3,0.00731542109943169,0.0242114984321433,0.0343821963512021,0.00524098000604328,1.36669123374416
4,3,-0.0635619854593259,0.255728150085177,0.0258877109737418,0.270784897482378,0.548535604648371
5,3,0.0938436805532077,-0.112746262983471,0.160155063049215,0.395467475590521,1.85773628910621
6,3,0.00801625560322452,-0.102056304729484,-0.140058584525918,0.227512139439987,1.61367723022119
7,3,0.0298191102168537,-0.0767248822557442,0.0793731430339627,0.168139287044747,1.63486083434643
8,3,-0.071574717840615,0.228176406446357,-0.154074523403986,0.253890169214418,0.57541969235461
