rep,id,eta_fi,eta_Cl,eta_V1,eta_Q,eta_V2
1,1,-0.540030581553214,-0.699585663544282,-0.0738755413798016,-0.380116024906971,0.257792927580828
2,1,-0.641839419723464,-0.667435829455758,-0.0214047703366916,-0.448773861384239,-0.386658636549194
3,1,-0.591497974128722,-0.705845236580825,-0.167727676817042,-0.247920758123227,0.347099730335683
4,1,-0.610752682387711,-0.825168089112771,0.00643524368470777,0.219051428275376,0.730991645505841
5,1,-0.458380368275128,-0.675198532743692,0.0235158215412839,-0.416376692805353,-0.162646316043473
6,1,-0.513805290365253,-0.745832956037219,-0.0548045908457344,-0.12661181079137,0.742510864053632
7,1,-0.674334460748293,-0.676072338067553,-0.226836255471745,-0.644620707682859,-0.505108801025794
8,1,-0.644368788341522,-0.586579584792007,-0.0970828224320812,-0.409733274882652,-0.720350636825215
9,1,-0.523736369858991,-0.643555636305714,0.0732662828836786,-0.613982729211876,0.225287908869391
10,1,-0.535604150544363,-0.742081769830932,-0.188492239411569,-0.493112823750067,0.803110125619575
1,2,0.0717581267746455,0.252956168315853,0.00472167549038936,0.0305547209046488,-0.186678114657154
2,2,0.0525415196061552,0.236983055599529,-0.0912088122133178,0.38353373156895,-0.123595560306315
3,2,0.21084008810111,0.273501594646547,0.127409929415485,-0.376579189939688,0.820831817922368
4,2,0.0793974637015214,0.247836890095239,0.0474330701248109,-0.139228325936367,0.243525578511039
5,2,-0.00592521371269275,0.172831686853195,-0.0364829930815119,-0.352603524370045,-0.346224316025864
6,2,0.103060839484293,0.206893039152014,-0.00198955235158584,0.0988271821027119,-0.187511946783621
7,2,0.224384166193695,0.218130811320668,0.0953736768162586,-0.437769375797951,0.964431966404701
8,2,0.110682424038819,0.244938240923024,0.0024389756525077,-0.211329189080729,0.413066777290405
9,2,0.133982763632958,0.273284981465808,0.175752284533418,-0.0213786062605766,-0.0196365477813393
10,2,0.148103966048208,0.301239154091098,-0.0417130936172123,0.35397463342407,-0.0571968499567747
1,3,-0.0235185974523352,0.158582478111924,0.0150855199284797,-0.115983294637313,0.927551848599224
2,3,-0.00531606176184168,0.194015334654539,0.0690563047934539,0.0857612631399761,1.35905162671541
3,3,-0.0650351850599052,0.0359314747224748,0.0242320002652224,-0.457056177989458,1.39183655427836
4,3,-0.0514160010341459,0.215902694495582,-0.0444942434984244,-0.216150699637972,0.521504181069834
5,3,0.0348574595589428,0.197725439557729,0.138006671221353,-0.0923394819173502,1.16409715825076
6,3,-0.128636904561575,0.162310121638982,0.0659862095806164,-0.0438293828958047,-0.240931796040451
7,3,-0.0168228665124139,0.133535952744875,0.182266592419366,-0.346925750966894,1.30655165695298
8,3,-0.0706599673185316,0.147712057988561,-0.0523445984582318,0.142688158563381,0.445526194959487
9,3,-0.155290558615065,0.032375572059095,0.0242814957765062,-0.142202690202077,1.43699257900309
10,3,-0.0221813764948793,0.167848033806168,0.0398510927854692,0.0199543966247559,0.669837202407575
1,4,0.25040697061328,0.000856731756686963,0.038013097918756,-0.488300132543986,0.104555343970548
2,4,0.381604495572345,0.0206091148958886,-0.0451252108854751,-0.901395880106801,0.160803875307433
