rep,ID,time,prediction_iwRes,iwRes_simulated,iwRes_simulated_simBlq,censored,split,color,filter
1,1,1,42.5913,1.23054,1.23054,0,All,#4682B4,0
2,1,1,41.8457,1.52392,1.52392,0,All,#4682B4,0
3,1,1,40.9765,1.87261,1.87261,0,All,#4682B4,0
4,1,1,43.396,0.919606,0.919606,0,All,#4682B4,0
5,1,1,42.7561,1.16636,1.16636,0,All,#4682B4,0
6,1,1,44.572,0.475423,0.475423,0,All,#4682B4,0
7,1,1,45.7383,0.0463128,0.0463128,0,All,#4682B4,0
8,1,1,43.0124,1.06707,1.06707,0,All,#4682B4,0
9,1,1,42.9605,1.08714,1.08714,0,All,#4682B4,0
10,1,1,41.7743,1.55227,1.55227,0,All,#4682B4,0
11,1,1,47.1766,-0.468009,-0.468009,0,All,#4682B4,0
12,1,1,43.7008,0.803308,0.803308,0,All,#4682B4,0
13,1,1,42.8372,1.13491,1.13491,0,All,#4682B4,0
14,1,1,43.6072,0.838941,0.838941,0,All,#4682B4,0
15,1,1,43.327,0.946028,0.946028,0,All,#4682B4,0
16,1,1,40.2196,2.18233,2.18233,0,All,#4682B4,0
17,1,1,42.8834,1.117,1.117,0,All,#4682B4,0
18,1,1,45.0711,0.290429,0.290429,0,All,#4682B4,0
19,1,1,46.9808,-0.398954,-0.398954,0,All,#4682B4,0
20,1,1,44.2888,0.581311,0.581311,0,All,#4682B4,0
21,1,1,42.6944,1.19037,1.19037,0,All,#4682B4,0
22,1,1,41.3266,1.73127,1.73127,0,All,#4682B4,0
23,1,1,40.5618,2.04159,2.04159,0,All,#4682B4,0
24,1,1,43.3875,0.922852,0.922852,0,All,#4682B4,0
25,1,1,43.3998,0.918121,0.918121,0,All,#4682B4,0
26,1,1,42.576,1.23649,1.23649,0,All,#4682B4,0
27,1,1,46.3826,-0.186056,-0.186056,0,All,#4682B4,0
28,1,1,41.348,1.72267,1.72267,0,All,#4682B4,0
29,1,1,42.6904,1.19191,1.19191,0,All,#4682B4,0
30,1,1,42.671,1.19949,1.19949,0,All,#4682B4,0
31,1,1,43.4836,0.886081,0.886081,0,All,#4682B4,0
32,1,1,42.3964,1.3067,1.3067,0,All,#4682B4,0
33,1,1,44.3718,0.550186,0.550186,0,All,#4682B4,0
34,1,1,43.1006,1.03304,1.03304,0,All,#4682B4,0
35,1,1,41.8773,1.51136,1.51136,0,All,#4682B4,0
36,1,1,46.4276,-0.202161,-0.202161,0,All,#4682B4,0
37,1,1,42.8309,1.13733,1.13733,0,All,#4682B4,0
38,1,1,47.6932,-0.648939,-0.648939,0,All,#4682B4,0
39,1,1,44.3015,0.576514,0.576514,0,All,#4682B4,0
40,1,1,42.8863,1.11588,1.11588,0,All,#4682B4,0
41,1,1,42.4702,1.27782,1.27782,0,All,#4682B4,0
42,1,1,41.1373,1.80753,1.80753,0,All,#4682B4,0
43,1,1,45.2568,0.222108,0.222108,0,All,#4682B4,0
44,1,1,40.1312,2.21889,2.21889,0,All,#4682B4,0
45,1,1,44.0679,0.664339,0.664339,0,All,#4682B4,0
46,1,1,45.5543,0.113271,0.113271,0,All,#4682B4,0
47,1,1,41.1341,1.80881,1.80881,0,All,#4682B4,0
48,1,1,43.0824,1.04007,1.04007,0,All,#4682B4,0
49,1,1,41.4246,1.69192,1.69192,0,All,#4682B4,0
50,1,1,41.83,1.53016,1.53016,0,All,#4682B4,0
1,1,2,55.8785,0.874241,0.874241,0,All,#4682B4,0
2,1,2,53.8192,1.49803,1.49803,0,All,#4682B4,0
3,1,2,56.4246,0.712684,0.712684,0,All,#4682B4,0
4,1,2,57.3521,0.441856,0.441856,0,All,#4682B4,0
5,1,2,54.7364,1.2173,1.2173,0,All,#4682B4,0
6,1,2,56.393,0.72198,0.72198,0,All,#4682B4,0
7,1,2,58.9796,-0.0229993,-0.0229993,0,All,#4682B4,0
8,1,2,56.1036,0.807453,0.807453,0,All,#4682B4,0
9,1,2,54.792,1.20044,1.20044,0,All,#4682B4,0
10,1,2,55.7538,0.911353,0.911353,0,All,#4682B4,0
11,1,2,60.6684,-0.491977,-0.491977,0,All,#4682B4,0
12,1,2,56.2219,0.772464,0.772464,0,All,#4682B4,0
13,1,2,57.6005,0.370053,0.370053,0,All,#4682B4,0
14,1,2,59.5267,-0.176371,-0.176371,0,All,#4682B4,0
15,1,2,55.5735,0.965176,0.965176,0,All,#4682B4,0
16,1,2,53.3636,1.63925,1.63925,0,All,#4682B4,0
17,1,2,56.4372,0.708965,0.708965,0,All,#4682B4,0
18,1,2,57.9366,0.27341,0.27341,0,All,#4682B4,0
19,1,2,56.7296,0.623136,0.623136,0,All,#4682B4,0
20,1,2,60.8191,-0.5332,-0.5332,0,All,#4682B4,0
21,1,2,55.3475,1.03287,1.03287,0,All,#4682B4,0
22,1,2,52.4468,1.92714,1.92714,0,All,#4682B4,0
23,1,2,53.2664,1.66953,1.66953,0,All,#4682B4,0
24,1,2,60.0946,-0.334125,-0.334125,0,All,#4682B4,0
25,1,2,55.3558,1.03036,1.03036,0,All,#4682B4,0
26,1,2,56.049,0.823649,0.823649,0,All,#4682B4,0
27,1,2,60.6748,-0.493729,-0.493729,0,All,#4682B4,0
28,1,2,53.391,1.63073,1.63073,0,All,#4682B4,0
29,1,2,57.3395,0.445487,0.445487,0,All,#4682B4,0
30,1,2,55.2078,1.07483,1.07483,0,All,#4682B4,0
31,1,2,54.4606,1.3012,1.3012,0,All,#4682B4,0
32,1,2,54.6457,1.24485,1.24485,0,All,#4682B4,0
33,1,2,55.7517,0.911998,0.911998,0,All,#4682B4,0
34,1,2,55.5862,0.961387,0.961387,0,All,#4682B4,0
35,1,2,54.976,1.14475,1.14475,0,All,#4682B4,0
36,1,2,62.3239,-0.939198,-0.939198,0,All,#4682B4,0
37,1,2,55.2426,1.06439,1.06439,0,All,#4682B4,0
38,1,2,59.7074,-0.226734,-0.226734,0,All,#4682B4,0
