rep,ID,eta_Cl_simulated,eta_V1_simulated,eta_Q_simulated,eta_V2_simulated,split,color,filter
1,1,-0.655824,-0.308946,0.334279,0.0247797,All,#4682B4,0
2,1,-0.711457,-0.172609,0.163189,0.242046,All,#4682B4,0
3,1,-0.656131,-0.411626,0.477023,-0.111117,All,#4682B4,0
4,1,-0.676902,-0.381757,0.469965,-0.0576227,All,#4682B4,0
5,1,-0.647682,-0.30889,0.122901,0.0191167,All,#4682B4,0
6,1,-0.711605,-0.172609,0.21573,0.242103,All,#4682B4,0
7,1,-0.656131,-0.408951,0.194504,-0.107225,All,#4682B4,0
8,1,-0.677706,-0.381834,0.437929,-0.0572314,All,#4682B4,0
9,1,-0.651445,-0.311162,0.692735,0.0190201,All,#4682B4,0
10,1,-0.710926,-0.172227,-0.443407,0.242079,All,#4682B4,0
11,1,-0.65262,-0.41812,0.543174,-0.121557,All,#4682B4,0
12,1,-0.67768,-0.381895,0.410844,-0.0569897,All,#4682B4,0
13,1,-0.596283,-0.45963,0.967298,-0.214026,All,#4682B4,0
14,1,-0.711112,-0.172834,-0.0983578,0.241297,All,#4682B4,0
15,1,-0.65357,-0.417958,0.269878,-0.121017,All,#4682B4,0
16,1,-0.67814,-0.381882,0.335994,-0.0570574,All,#4682B4,0
17,1,-0.596363,-0.45963,0.800102,-0.214029,All,#4682B4,0
18,1,-0.71063,-0.176805,0.0377549,0.235867,All,#4682B4,0
19,1,-0.652378,-0.419482,0.239873,-0.123418,All,#4682B4,0
20,1,-0.67814,-0.38228,0.23686,-0.0575719,All,#4682B4,0
21,1,-0.596271,-0.459759,0.78544,-0.214127,All,#4682B4,0
22,1,-0.711365,-0.178483,-0.110252,0.233826,All,#4682B4,0
23,1,-0.653562,-0.419073,0.339501,-0.122853,All,#4682B4,0
24,1,-0.678601,-0.382461,0.382518,-0.0574799,All,#4682B4,0
25,1,-0.597216,-0.459617,0.602849,-0.213441,All,#4682B4,0
26,1,-0.709292,-0.178604,-0.00829778,0.232747,All,#4682B4,0
27,1,-0.654427,-0.419581,0.196684,-0.122675,All,#4682B4,0
28,1,-0.676617,-0.388967,0.192242,-0.0674615,All,#4682B4,0
29,1,-0.599978,-0.459962,0.486444,-0.211905,All,#4682B4,0
30,1,-0.709292,-0.178278,0.533855,0.232627,All,#4682B4,0
31,1,-0.657709,-0.420897,0.283953,-0.122352,All,#4682B4,0
32,1,-0.677251,-0.389135,0.531493,-0.0670734,All,#4682B4,0
33,1,-0.599921,-0.459871,0.291515,-0.211832,All,#4682B4,0
34,1,-0.709262,-0.178762,0.341838,0.232159,All,#4682B4,0
35,1,-0.658439,-0.421318,0.127942,-0.122116,All,#4682B4,0
36,1,-0.677093,-0.389525,0.0230452,-0.0678114,All,#4682B4,0
37,1,-0.598902,-0.459625,0.375337,-0.212062,All,#4682B4,0
38,1,-0.709203,-0.178743,0.383646,0.232656,All,#4682B4,0
39,1,-0.655159,-0.421061,0.64392,-0.124141,All,#4682B4,0
40,1,-0.677495,-0.39006,0.635668,-0.0679229,All,#4682B4,0
41,1,-0.599921,-0.45983,0.377874,-0.21173,All,#4682B4,0
42,1,-0.709017,-0.178743,0.210547,0.23215,All,#4682B4,0
43,1,-0.654746,-0.419539,0.606677,-0.122799,All,#4682B4,0
44,1,-0.682708,-0.389798,0.182185,-0.0642438,All,#4682B4,0
45,1,-0.599313,-0.460112,0.198161,-0.212581,All,#4682B4,0
46,1,-0.708043,-0.178731,0.527603,0.231526,All,#4682B4,0
47,1,-0.654126,-0.419592,0.415358,-0.122676,All,#4682B4,0
48,1,-0.680493,-0.388363,0.501091,-0.0643848,All,#4682B4,0
49,1,-0.600599,-0.460841,0.434896,-0.212652,All,#4682B4,0
50,1,-0.706085,-0.180697,0.273344,0.227989,All,#4682B4,0
1,2,0.261075,0.144267,-0.261711,0.0180884,All,#4682B4,0
2,2,0.21855,0.230285,-0.602934,0.160241,All,#4682B4,0
3,2,0.227473,0.0686171,-0.13163,-0.0594938,All,#4682B4,0
4,2,0.296997,0.120413,0.468621,-0.0368797,All,#4682B4,0
5,2,0.261633,0.144431,-0.0780903,0.0180884,All,#4682B4,0
6,2,0.217934,0.230103,-0.392342,0.160429,All,#4682B4,0
7,2,0.228101,0.0684483,-0.092013,-0.0603023,All,#4682B4,0
8,2,0.29746,0.124719,0.433252,-0.03148,All,#4682B4,0
9,2,0.261866,0.144549,0.130689,0.0182576,All,#4682B4,0
10,2,0.217934,0.229868,-0.392342,0.160037,All,#4682B4,0
11,2,0.224204,0.0612679,-0.199443,-0.0667395,All,#4682B4,0
12,2,0.297694,0.12475,0.433252,-0.0315542,All,#4682B4,0
13,2,0.261859,0.144266,-0.0720795,0.0177372,All,#4682B4,0
14,2,0.217226,0.229203,-0.498678,0.159746,All,#4682B4,0
15,2,0.224677,0.0614773,-0.197964,-0.0670781,All,#4682B4,0
16,2,0.29752,0.124758,0.429632,-0.031971,All,#4682B4,0
17,2,0.261366,0.144049,-0.0231393,0.0177372,All,#4682B4,0
18,2,0.222054,0.231909,-0.584398,0.160153,All,#4682B4,0
19,2,0.216953,0.061146,-0.0736163,-0.0623299,All,#4682B4,0
20,2,0.297973,0.206016,0.114746,0.0755765,All,#4682B4,0
21,2,0.231421,0.269072,-0.27254,0.203012,All,#4682B4,0
22,2,0.227075,0.231803,-0.187114,0.156409,All,#4682B4,0
23,2,0.212825,0.0640039,-0.110211,-0.0562779,All,#4682B4,0
24,2,0.284097,0.224271,-0.0641338,0.109154,All,#4682B4,0
25,2,0.236925,0.271743,-0.28336,0.20305,All,#4682B4,0
26,2,0.226906,0.231826,-0.42772,0.156731,All,#4682B4,0
27,2,0.189737,0.226189,-0.709607,0.174004,All,#4682B4,0
28,2,0.24278,0.292667,-0.344309,0.226432,All,#4682B4,0
29,2,0.237277,0.271887,-0.583155,0.202849,All,#4682B4,0
30,2,0.228114,0.231896,-0.273569,0.156313,All,#4682B4,0
31,2,0.190255,0.226189,-0.597057,0.173525,All,#4682B4,0
32,2,0.242994,0.292447,-0.325525,0.226382,All,#4682B4,0
33,2,0.238879,0.272313,-0.309277,0.202226,All,#4682B4,0
34,2,0.230295,0.234024,-0.132472,0.157622,All,#4682B4,0
35,2,0.190899,0.225999,-0.465536,0.172553,All,#4682B4,0
36,2,0.24529,0.292893,-0.155386,0.225289,All,#4682B4,0
37,2,0.238362,0.270692,-0.306051,0.200672,All,#4682B4,0
38,2,0.229959,0.234082,-0.819411,0.157565,All,#4682B4,0
39,2,0.190868,0.225846,-0.74177,0.172777,All,#4682B4,0
40,2,0.288755,0.136632,0.226906,-0.0102509,All,#4682B4,0
41,2,0.238307,0.270619,-0.334976,0.200224,All,#4682B4,0
42,2,0.22635,0.233414,-0.387195,0.159029,All,#4682B4,0
43,2,0.192132,0.226517,-0.545773,0.172777,All,#4682B4,0
44,2,0.239627,0.0647365,0.182817,-0.0730265,All,#4682B4,0
45,2,0.236498,0.271049,-0.348728,0.202359,All,#4682B4,0
46,2,0.22626,0.232866,-0.0854796,0.158717,All,#4682B4,0
47,2,0.19004,0.226695,-0.542513,0.174173,All,#4682B4,0
48,2,0.239578,0.064025,0.207331,-0.0735438,All,#4682B4,0
49,2,0.237243,0.270571,-0.228708,0.201493,All,#4682B4,0
50,2,0.224904,0.232322,-0.437827,0.158661,All,#4682B4,0
1,3,0.1638,0.0985989,0.1419,0.0222329,All,#4682B4,0
2,3,0.176285,0.225374,0.0727844,0.182092,All,#4682B4,0
3,3,0.186592,0.246614,-0.292562,0.203013,All,#4682B4,0
4,3,0.167144,0.171903,-0.194077,0.116779,All,#4682B4,0
5,3,0.163243,0.0984985,-0.183884,0.0223251,All,#4682B4,0
6,3,0.175954,0.225553,-0.0936585,0.181953,All,#4682B4,0
7,3,0.185918,0.246914,-0.025636,0.203946,All,#4682B4,0
8,3,0.16675,0.171534,-0.0549814,0.11674,All,#4682B4,0
9,3,0.162363,0.0980616,0.010575,0.0224706,All,#4682B4,0
10,3,0.177264,0.225416,-0.227853,0.180966,All,#4682B4,0
11,3,0.184352,0.246973,-0.22048,0.204866,All,#4682B4,0
12,3,0.167242,0.171425,-0.0350722,0.116065,All,#4682B4,0
13,3,0.161862,0.0940922,-0.265008,0.017672,All,#4682B4,0
14,3,0.177843,0.225516,0.07189,0.180728,All,#4682B4,0
15,3,0.191742,0.250237,-0.0276127,0.204267,All,#4682B4,0
16,3,0.163434,0.171304,-0.0521856,0.118941,All,#4682B4,0
17,3,0.162218,0.0942061,0.0824468,0.0171025,All,#4682B4,0
18,3,0.177277,0.225378,-0.147577,0.180791,All,#4682B4,0
19,3,0.191982,0.247604,-0.30159,0.2005,All,#4682B4,0
20,3,0.163486,0.171259,-0.270314,0.118593,All,#4682B4,0
21,3,0.214182,0.0693625,0.243099,-0.0497263,All,#4682B4,0
22,3,0.175778,0.224801,-0.0933227,0.181173,All,#4682B4,0
23,3,0.19219,0.246199,-0.173447,0.198617,All,#4682B4,0
24,3,0.166174,0.171315,-0.0183141,0.116724,All,#4682B4,0
25,3,0.213514,0.0691177,0.415386,-0.0493482,All,#4682B4,0
26,3,0.173125,0.223416,-0.26127,0.181126,All,#4682B4,0
27,3,0.191726,0.246149,-0.157632,0.198739,All,#4682B4,0
28,3,0.166314,0.171381,0.0101977,0.11673,All,#4682B4,0
29,3,0.173977,0.194972,0.0634666,0.142837,All,#4682B4,0
30,3,0.172318,0.223365,-0.290857,0.18161,All,#4682B4,0
31,3,0.191742,0.244566,-0.156923,0.197073,All,#4682B4,0
32,3,0.169622,0.173062,-0.186985,0.11673,All,#4682B4,0
33,3,0.173821,0.195338,0.0132128,0.143436,All,#4682B4,0
34,3,0.17272,0.223484,-0.363596,0.181433,All,#4682B4,0
35,3,0.194406,0.245954,0.000336919,0.197013,All,#4682B4,0
36,3,0.171123,0.17449,-0.0573638,0.117843,All,#4682B4,0
37,3,0.164915,0.193269,-0.0833544,0.146782,All,#4682B4,0
38,3,0.172756,0.223557,-0.153655,0.181584,All,#4682B4,0
39,3,0.199666,0.245205,-0.133725,0.192191,All,#4682B4,0
40,3,0.172817,0.174832,-0.0220873,0.11702,All,#4682B4,0
41,3,0.174265,0.162209,-0.173648,0.0995861,All,#4682B4,0
42,3,0.172497,0.226434,-0.261804,0.185633,All,#4682B4,0
43,3,0.202646,0.246284,-0.154448,0.191984,All,#4682B4,0
44,3,0.173624,0.17505,-0.228537,0.116886,All,#4682B4,0
45,3,0.175511,0.159935,0.31553,0.0957071,All,#4682B4,0
46,3,0.176138,0.22882,-0.14233,0.186378,All,#4682B4,0
47,3,0.204453,0.246505,0.210118,0.191012,All,#4682B4,0
48,3,0.174037,0.175195,0.00188474,0.116791,All,#4682B4,0
49,3,0.175026,0.160561,-0.0792459,0.0966975,All,#4682B4,0
50,3,0.178205,0.228911,-0.245985,0.185083,All,#4682B4,0
1,4,-0.0668221,-0.00783325,-1.03499,0.0337748,All,#4682B4,0
2,4,0.0260204,-0.298819,0.144613,-0.412547,All,#4682B4,0
3,4,0.0240107,-0.349201,0.926669,-0.478214,All,#4682B4,0
4,4,-0.0372712,0.0434956,-0.799104,0.0823635,All,#4682B4,0
5,4,-0.0666944,-0.00783827,-1.03499,0.0335592,All,#4682B4,0
6,4,0.0259312,-0.298977,0.410361,-0.412968,All,#4682B4,0
7,4,0.0247811,-0.349284,0.380156,-0.478787,All,#4682B4,0
8,4,-0.0241745,0.0462938,-0.580815,0.0772734,All,#4682B4,0
9,4,-0.0669954,-0.00701517,-0.660945,0.0348918,All,#4682B4,0
10,4,0.0259312,-0.299254,0.516988,-0.412959,All,#4682B4,0
11,4,0.0247422,-0.349108,0.943143,-0.478298,All,#4682B4,0
12,4,-0.0239491,0.0468302,-0.532851,0.0774417,All,#4682B4,0
13,4,-0.038877,-0.561281,0.601708,-0.71682,All,#4682B4,0
14,4,0.0265703,-0.29875,0.645031,-0.412849,All,#4682B4,0
15,4,-0.0392341,0.0137888,-0.846379,0.0441877,All,#4682B4,0
16,4,-0.0263699,0.0446838,-0.620905,0.0770307,All,#4682B4,0
17,4,-0.0369998,-0.561562,1.18578,-0.718442,All,#4682B4,0
18,4,0.029502,-0.297264,0.868664,-0.413015,All,#4682B4,0
19,4,-0.0392341,0.0138065,-1.11407,0.044431,All,#4682B4,0
20,4,-0.0263836,0.0444819,-0.372547,0.0765118,All,#4682B4,0
21,4,-0.036939,-0.560816,0.938896,-0.717728,All,#4682B4,0
22,4,0.0295466,-0.297509,0.406476,-0.413091,All,#4682B4,0
23,4,-0.0394625,0.0142896,-0.704743,0.0449319,All,#4682B4,0
24,4,-0.0905795,-0.136979,-0.52617,-0.121324,All,#4682B4,0
25,4,-0.0368782,-0.560756,0.789413,-0.717552,All,#4682B4,0
26,4,0.0297641,-0.29764,0.291993,-0.413419,All,#4682B4,0
27,4,-0.0390051,0.0145096,-0.594652,0.0449319,All,#4682B4,0
28,4,-0.0125726,-0.0468153,-0.532238,-0.0535944,All,#4682B4,0
29,4,-0.0362501,-0.56082,0.844257,-0.717987,All,#4682B4,0
30,4,0.00510748,-0.35277,0.746328,-0.470361,All,#4682B4,0
31,4,-0.0385677,0.0147867,-0.677123,0.0452046,All,#4682B4,0
32,4,-0.0164975,-0.0489934,-0.200356,-0.0541006,All,#4682B4,0
33,4,-0.0346543,-0.560475,0.844618,-0.718838,All,#4682B4,0
34,4,0.00407109,-0.354303,0.594787,-0.471309,All,#4682B4,0
35,4,-0.0387555,0.0152512,-0.861782,0.0455088,All,#4682B4,0
36,4,-0.0159576,-0.0489542,-0.62326,-0.0538948,All,#4682B4,0
37,4,-0.0344428,-0.559537,0.690624,-0.717668,All,#4682B4,0
38,4,0.00550309,-0.354636,0.596189,-0.472737,All,#4682B4,0
39,4,0.00101016,0.0597997,-0.52942,0.0785262,All,#4682B4,0
40,4,-0.0179441,-0.0499958,-0.565062,-0.0544829,All,#4682B4,0
41,4,-0.0329623,-0.559413,1.05079,-0.718232,All,#4682B4,0
42,4,0.00740492,-0.353145,0.771958,-0.471998,All,#4682B4,0
43,4,-3.19664e-05,0.0594281,-0.596659,0.0787494,All,#4682B4,0
44,4,-0.0183245,-0.0493123,-0.693196,-0.0531394,All,#4682B4,0
45,4,-0.0364188,-0.560244,0.673938,-0.717342,All,#4682B4,0
46,4,0.00723018,-0.35302,0.84971,-0.471989,All,#4682B4,0
47,4,4.76832e-05,-0.146288,0.0343292,-0.193421,All,#4682B4,0
48,4,-0.0162804,-0.0497952,-0.418347,-0.0550834,All,#4682B4,0
49,4,-0.0362285,-0.560477,0.728138,-0.717528,All,#4682B4,0
50,4,0.00785762,-0.352977,0.585065,-0.472419,All,#4682B4,0
1,5,-0.152338,0.0352693,0.0550266,0.147269,All,#4682B4,0
2,5,-0.128977,-0.151337,0.950023,-0.115226,All,#4682B4,0
3,5,-0.12389,-0.0503015,0.63913,0.0152667,All,#4682B4,0
4,5,-0.0843648,0.122161,0.362399,0.217437,All,#4682B4,0
5,5,-0.153055,0.0352035,0.19842,0.14748,All,#4682B4,0
6,5,-0.132298,-0.150181,0.914479,-0.111451,All,#4682B4,0
7,5,-0.124095,-0.0480348,0.638397,0.0186105,All,#4682B4,0
8,5,-0.0852872,0.122397,0.298828,0.21834,All,#4682B4,0
9,5,-0.153319,0.0334201,0.318486,0.145254,All,#4682B4,0
10,5,-0.132287,-0.150359,0.972184,-0.111513,All,#4682B4,0
11,5,-0.124746,-0.0481745,0.650308,0.0186635,All,#4682B4,0
12,5,-0.0847098,0.12226,0.630969,0.218054,All,#4682B4,0
13,5,-0.153637,0.0335044,0.0768765,0.145546,All,#4682B4,0
14,5,-0.132345,-0.150263,0.67755,-0.111379,All,#4682B4,0
15,5,-0.122448,-0.0467524,1.13153,0.0188971,All,#4682B4,0
16,5,-0.0861984,0.121695,0.201721,0.217944,All,#4682B4,0
17,5,-0.099429,-0.0840394,0.395541,-0.0452751,All,#4682B4,0
18,5,-0.134066,-0.154086,0.488224,-0.115047,All,#4682B4,0
19,5,-0.127632,-0.0491916,0.448686,0.0193338,All,#4682B4,0
20,5,-0.0878668,0.122703,0.405768,0.220413,All,#4682B4,0
21,5,-0.0996658,-0.0836864,0.840651,-0.0450452,All,#4682B4,0
22,5,-0.13442,-0.154037,0.866744,-0.114988,All,#4682B4,0
23,5,-0.127499,-0.049657,0.693074,0.0186849,All,#4682B4,0
24,5,-0.118339,0.0655119,0.229705,0.164874,All,#4682B4,0
25,5,-0.100073,-0.0839135,0.769573,-0.0448798,All,#4682B4,0
26,5,-0.130558,-0.153752,0.934506,-0.117152,All,#4682B4,0
27,5,-0.0933822,0.101138,0.317316,0.195614,All,#4682B4,0
28,5,-0.118339,0.0652607,0.293746,0.164605,All,#4682B4,0
29,5,-0.101282,-0.0843306,1.09686,-0.0445426,All,#4682B4,0
30,5,-0.130654,-0.154095,0.939705,-0.117716,All,#4682B4,0
31,5,-0.0925608,0.101782,0.3568,0.195666,All,#4682B4,0
32,5,-0.117457,0.0612605,0.512006,0.158874,All,#4682B4,0
33,5,-0.101098,-0.0843459,1.12836,-0.0448453,All,#4682B4,0
34,5,-0.130042,-0.154126,0.676742,-0.117894,All,#4682B4,0
35,5,-0.0936526,0.101997,0.21858,0.196818,All,#4682B4,0
36,5,-0.119246,0.0660752,0.450722,0.16619,All,#4682B4,0
37,5,-0.102885,-0.0844341,0.511037,-0.0441441,All,#4682B4,0
38,5,-0.115889,-0.132952,0.919218,-0.0992886,All,#4682B4,0
39,5,-0.0981407,0.101986,0.296383,0.199942,All,#4682B4,0
40,5,-0.122776,0.0644605,0.49581,0.166488,All,#4682B4,0
41,5,-0.10516,0.0374374,0.597074,0.118904,All,#4682B4,0
42,5,-0.11773,-0.133574,0.724767,-0.0989845,All,#4682B4,0
43,5,-0.0976185,0.100303,0.675575,0.197463,All,#4682B4,0
44,5,-0.123903,0.0644775,0.434976,0.167043,All,#4682B4,0
45,5,-0.107982,0.0362421,0.513229,0.119276,All,#4682B4,0
46,5,-0.119704,-0.133396,0.700811,-0.0974276,All,#4682B4,0
47,5,-0.0970104,0.100427,0.724093,0.196537,All,#4682B4,0
48,5,-0.125706,0.0627303,-0.113799,0.16607,All,#4682B4,0
49,5,-0.138205,-0.0591894,0.489475,0.0132984,All,#4682B4,0
50,5,-0.119989,-0.132095,0.871973,-0.0956449,All,#4682B4,0
1,6,0.162512,0.461868,1.15141,0.503691,All,#4682B4,0
