rep,id,eta_V,eta_Cl
1,1,-0.0885961968236297,-0.718964685708563
2,1,-0.337283911915257,-0.690329202557205
3,1,-0.323336828600634,-0.646206584058694
4,1,-0.261212281043526,-0.679930725857632
5,1,-0.337572464286834,-0.670195763167791
6,1,-0.296071513780497,-0.701465436216743
7,1,-0.365133944707895,-0.667809416259709
8,1,-0.236015666830065,-0.689891192936637
9,1,-0.394884444590848,-0.682708217982068
10,1,-0.241525019939171,-0.658129536001645
1,2,0.316486602426341,0.0196256079605318
2,2,0.0965134668839156,0.425950364913215
3,2,0.11886507767855,0.178164136605963
4,2,-0.174407612828946,0.242596278283624
5,2,-0.0615284009228614,0.329410517512909
6,2,-0.0015777847817956,0.344431861678173
7,2,0.0651704454951487,0.246260100859715
8,2,0.00658142492681359,0.291914436387517
9,2,0.171647190089394,0.229345462653549
10,2,0.215594019355502,0.355707483708582
1,3,0.035708301456091,0.143712431153439
2,3,0.14444594018097,0.0713030743684064
3,3,-0.00855292954963833,0.140975602163101
4,3,0.0185426694259702,0.143646072568812
5,3,0.12269445292236,0.131839752177067
6,3,0.0710731396843674,0.241583416895136
7,3,0.066278885429181,-0.0252360103234752
8,3,0.201510453104573,0.208405136074833
9,3,-0.0735310372671873,0.210786273336152
10,3,-0.0426902754983391,0.164396056507787
1,4,-0.187570595920419,-0.0641318051813997
2,4,-0.120352074947701,-0.03825526018931
3,4,-0.232865169892829,0.0155620705764232
4,4,-0.343569785666257,0.0301458757912375
5,4,-0.203627391436412,-0.0805595915942182
6,4,-0.101440877934262,0.0375487293846961
7,4,-0.107287671304307,0.0799644049862795
8,4,-0.0355763078605826,-0.00416640777931221
9,4,-0.22111900401669,0.0929800699908994
10,4,-0.266613612819009,-0.128359697876915
1,5,0.0167594034586696,-0.115852524013914
2,5,0.0554546829727842,-0.110835469225133
3,5,0.0935818307440922,-0.179526353577697
4,5,0.0804177696464194,-0.164812298552089
5,5,0.171739431698307,-0.103542478763508
6,5,0.135430695043559,-0.237296163350278
7,5,-0.0590346879619044,-0.107989426082178
8,5,0.300985332191347,-0.084991175379204
9,5,0.0534387805136444,-0.185797072531698
10,5,0.270795038596751,-0.100632475214607
1,6,0.391602075552721,0.110787883508555
2,6,0.45477776053847,-0.0462606534946352
3,6,0.686810876115541,-0.00596971995064233
4,6,0.540947392098955,0.171257975616831
5,6,0.341345609705628,-6.36238094895852e-5
6,6,0.534153222836941,0.185767105692761
7,6,0.703123254249153,0.0748319541030363
8,6,0.275121148206326,0.137910468241815
9,6,0.584759251267869,0.1806399872561
10,6,0.254708519696203,0.206381844805069
1,7,-0.568540992201277,0.20464065140249
2,7,-0.426934663442419,0.15315702879451
3,7,-0.293830540742367,0.108388066069268
4,7,-0.527737690040433,0.153726607887187
5,7,-0.481280044282119,0.0270520508373812
6,7,-0.424582724539186,0.08333460543587
7,7,-0.387045156380389,0.099084573850889
8,7,-0.343091362296806,0.274311363143726
9,7,-0.601633465963918,0.099512644289066
10,7,-0.339460529361746,0.0293124438478569
1,8,-0.0964114201942374,0.232522147100061
2,8,0.155462902626471,0.141958769046535
3,8,0.0186470031963661,0.148612699984459
4,8,-0.13252345592664,0.192318014637372
5,8,0.121906901575215,0.0849022306750744
6,8,0.0229442698620095,0.330691558488081
7,8,0.0147300075973523,0.375811908549661
8,8,-0.200298033727249,0.291279129856752
9,8,-0.0993481577527528,0.363285473884572
10,8,0.173172447019257,0.231387213142366
1,9,-0.00824050702874695,-0.0172401562151991
2,9,0.182294919152896,0.0590983206192624
3,9,0.07275717215765,0.0313071248329852
4,9,0.0985732884244644,-0.100180126069268
5,9,0.311837464802992,-0.0856881850960671
6,9,0.068925324798288,-0.135320593304364
7,9,-0.0190248728755958,-0.0498890273840614
8,9,-0.04706403646999,0.00618128529895474
9,9,-0.0761200446765783,-0.226051813730869
10,9,0.0337792976878505,-0.0926624561456321
1,10,-0.290729363353088,-0.373467526998141
2,10,-0.232989069690016,-0.336886850920581
3,10,-0.266598945944022,-0.505121786306452
4,10,-0.126492892969754,-0.455105112827948
5,10,-0.21219387610639,-0.399479435663908
6,10,-0.27794772029894,-0.42982495974705
7,10,-0.199287065404811,-0.485111016652305
8,10,-0.296255539126413,-0.426200204843862
9,10,-0.481420059295167,-0.327549823150725
10,10,-0.222321921679193,-0.337258361045641
1,11,0.400763159181719,0.400461648818977
2,11,0.15471789475933,0.232313914980938
3,11,-0.0472173813124915,0.388168672724635
4,11,0.0699865241460849,0.313060476084131
5,11,0.100061705301173,0.178353078798641
6,11,0.0187976816125158,0.0920494459239756
7,11,0.389504516395415,0.000204322702668351
8,11,-0.00459344175317765,0.289865697988502
9,11,0.107364456990202,0.0581345986580738
10,11,0.414047248225187,0.138917615636294
1,12,0.400270484428336,-0.0545694412416942
2,12,0.286712752560461,-0.0122640939118752
3,12,0.200278577899324,-0.047875367011271
4,12,0.450144825309006,-0.0461936846156899
5,12,0.191767360000876,-0.0712367127765934
6,12,0.278523066036187,-0.118096322203354
7,12,0.29619487352326,-0.149975415060142
8,12,0.147957337455582,-0.0459580380377369
9,12,0.344221096397512,-0.047009328665723
10,12,0.183434540981503,-0.157810043680465
1,13,0.0281476554140741,0.157228489654776
2,13,0.05999428316349,0.0128757251929409
3,13,0.0980081477795478,0.0728113224082328
4,13,0.100098650884491,0.136811736503001
5,13,-0.028020312660284,0.048217934634924
6,13,0.189900905307946,0.177172002807778
7,13,-0.076254579690333,-0.105145800047356
8,13,0.0172100382776195,0.0435422777226334
9,13,0.315984321237435,-0.0201760195526717
10,13,0.0578815031987225,0.0401809467057333
1,14,0.0368635256437174,0.200976968784519
2,14,-0.252836199090427,0.157357835056116
3,14,-0.147869973516064,0.116935154539697
4,14,-0.0270568756786311,0.291717309537757
5,14,-0.0167545030329971,0.124550337712143
6,14,0.0581146672601897,0.102364293778156
7,14,-0.023856935913512,0.075697310996033
8,14,-0.0959291085808124,0.153470052923632
9,14,-0.178229570200603,0.0994253678432475
10,14,0.051711023324015,0.185066964920821
