rep,id,eta_fi,eta_Cl,eta_V1,eta_Q,eta_V2
1,1,-0.547289844531487,-0.644630629044686,-0.456287910218444,-4.23146189762682e-8,0.23395273627826
2,1,-0.676743554834327,-0.688777088293003,-0.518846758393133,-6.01472192865028e-8,-0.106682992906707
3,1,-0.695344974875665,-0.702644553476028,-0.357080074658975,1.24649959666082e-8,0.398276075898132
4,1,-0.559436744781153,-0.665204900768608,-0.338531599738289,5.46355381287562e-8,0.334248409060478
5,1,-0.495353111524697,-0.737696103933639,-0.239742712141968,-3.59870879623534e-8,0.683293453163796
6,1,-0.603789130537764,-0.681189689446443,-0.480935564083353,9.11018593810623e-8,0.159231264906969
7,1,-0.568669898541664,-0.781573954270493,-0.15094255811083,5.9819591849423e-8,0.742420485854817
8,1,-0.600456423531571,-0.679142501120582,-0.540269996711509,4.6453217664553e-8,0.309606243552216
9,1,-0.57438501623541,-0.768512376831006,-0.293684310764033,-2.84806816709545e-11,1.00814976977625
10,1,-0.572853386333683,-0.695857348334959,-0.431728639952832,-8.86433704082054e-8,0.558134819137911
1,2,0.0131152935921764,0.220466336514347,-0.0508435903939275,-6.27781872990418e-8,-0.334148981734877
2,2,-0.0367079514590212,0.251804102736435,-0.0249474078941939,-6.43294993886946e-8,-1.11821725186747
3,2,0.0859220530736318,0.287554399940116,0.0722614776715174,6.36669951796851e-8,1.07825799593355
4,2,-0.00469085900756573,0.227873269067677,0.125653067636623,-6.66306394106621e-8,-1.10305111459179
5,2,-0.186388595011308,0.103148391096623,-0.0670901854476645,3.35930067730848e-8,0.577800271738286
6,2,-0.0764784608082889,0.178164608305956,-0.0811196048462582,-4.71168289706299e-8,-0.711409560630326
7,2,0.095137796070999,0.235946911150451,0.0970684291500569,-9.00865537793903e-8,-0.612071772036632
8,2,0.0391664143622005,0.261205261164536,0.0511423299223563,6.61724108817882e-9,-0.213455661546016
9,2,0.0170356736951743,0.183339391791174,0.0566130990388199,9.92269141943506e-9,-0.676972661859109
10,2,-0.0424833917934749,0.256717873837022,-0.108874778154722,7.63673610077257e-9,-1.00378127852762
1,3,0.0493433565705811,0.271395358679386,0.0941409079904002,1.27590456663885e-8,-0.798769854675068
2,3,0.0466446784626813,0.208097386435602,0.102109068265872,-5.77119722626189e-9,1.94181133859475
3,3,-0.00418140960245674,0.187548682269274,0.0391445195293882,-5.43739766347817e-8,1.41266728664071
4,3,-0.00699076015267105,-0.121824679689022,0.10854220935964,1.84567585435961e-7,2.59404077395946
5,3,-0.0912451297256665,0.188391857341894,0.0925517492473387,-6.50257598728368e-8,0.319309211966226
6,3,0.0167192438271803,0.211847256131637,0.208438120148546,-1.24890210167315e-7,-0.126854856336962
7,3,0.13482142029726,0.267762383852764,0.0935670972223301,4.54716642370465e-8,-0.485728668930067
8,3,0.067830595282978,0.305387932493882,-0.041428569201198,7.37213489863619e-8,-0.359803594353657
9,3,0.0677121990471192,0.109940839667675,0.149782146835963,-6.71974529710385e-9,1.24760950997323
10,3,0.0633527611279219,0.263322428182939,0.0394424021846951,-3.66488306863474e-8,-0.624798119139126
1,4,0.195966019340462,-0.187651005461453,0.0688604971680071,3.68010734027422e-8,1.76241759180901
2,4,0.0939173583963306,-0.307513134159282,-0.174624171456557,-5.46192002266774e-8,1.82057402420653
3,4,0.0783037280717465,-0.0290008076612086,-0.313172870544588,-1.16344766108165e-7,-0.183902316158783
4,4,0.220044361194334,0.0167568014462391,-0.222238205603125,7.10554668841526e-8,-0.415836901100892
5,4,0.21796210906656,0.0389121465087195,-0.0781016630087095,-4.02651151197196e-8,0.154712637295665
6,4,0.245768988697697,0.0602948791854084,-0.179723461872965,-8.6071780130482e-8,-0.771493391448398
7,4,0.117522429423587,-0.0614268356863654,-0.0621882265440814,3.48018882110144e-9,1.00507422551972
8,4,0.0752012881396747,-0.161365625194763,-0.0444778597304477,-9.89441583025998e-8,1.0198169759904
9,4,0.121801240543145,0.0203035283473171,-0.403465918210625,1.15755979454692e-8,-1.07733231055854
10,4,0.145481882646139,-0.0503058466890144,-0.19006306276659,-3.89864544890121e-9,-0.169255384208344
1,5,0.00288855962187453,-0.0341199845560455,-0.0105298128298117,9.55307438693424e-11,0.760270876044603
2,5,-0.0690427556433472,-0.049604492606917,-0.114540883963486,-5.00432851529657e-8,0.106394650449399
3,5,-0.146160602203519,-0.0729042008891735,-0.0358648823734623,-5.36025350049229e-8,0.0219800265065813
4,5,-0.0791846731565787,-0.0481264870355362,-0.0330678303662839,1.00580640344545e-8,0.490297993255701
5,5,-0.160727185795534,-0.0711379975519695,-0.0308837749403436,2.28399855040624e-8,-0.372462737315829
6,5,-0.0596187018825182,-0.0916932961692232,-0.00676081543128046,-2.27135392639224e-8,0.721397297840121
7,5,-0.0599381699468232,-0.210198965103666,0.165722676800797,-2.55352135826054e-8,1.3639241339282
8,5,0.00278645732286686,-0.107049220211824,0.0676263717912545,-2.14010736451847e-8,0.863826006646036
9,5,-0.124732471905484,-0.12102063226433,-0.0337919353666806,1.15434785902999e-8,-0.0384410238951259
10,5,0.00337942060849047,-0.0494220424429083,0.0637942413506263,4.90956715590355e-8,0.474142074119644
1,6,-0.0927114601898413,0.182892669696854,0.308829497927806,3.91587361445299e-9,0.17993293560264
