rep,ID,eta_Cl_simulated,eta_V1_simulated,eta_Q_simulated,eta_V2_simulated,split,color,filter
1,1,-2.65363,-0.0447185,-0.225743,-0.933996,All,#4682B4,0
2,1,-2.61179,-0.683826,-0.609675,-0.150876,All,#4682B4,0
3,1,-2.81792,-1.03037,0.098666,-0.810269,All,#4682B4,0
4,1,-2.56811,-0.809175,0.264428,-1.07964,All,#4682B4,0
5,1,-2.53029,-0.35067,-0.292968,-0.875118,All,#4682B4,0
6,1,-2.60153,-1.77214,0.167792,0.616818,All,#4682B4,0
7,1,-2.59027,-1.31188,1.12131,-0.63146,All,#4682B4,0
8,1,-2.71684,-1.84238,0.36658,0.00487645,All,#4682B4,0
9,1,-2.46912,-0.390394,0.110139,-0.821203,All,#4682B4,0
10,1,-2.74877,-0.359492,-0.210243,-0.648711,All,#4682B4,0
11,1,-2.71115,0.2103,0.657525,-1.99272,All,#4682B4,0
12,1,-2.52929,-1.75587,0.248994,-0.128612,All,#4682B4,0
13,1,-2.57518,-0.734502,0.253432,-0.746127,All,#4682B4,0
14,1,-2.41675,-0.188534,-0.0412142,-0.488361,All,#4682B4,0
15,1,-2.61575,-1.00523,0.134012,-0.968955,All,#4682B4,0
16,1,-2.62482,-1.81936,-0.00406249,0.188437,All,#4682B4,0
17,1,-2.4866,-0.720106,0.6426,-0.992371,All,#4682B4,0
18,1,-2.74437,0.205731,-0.571511,-0.548483,All,#4682B4,0
19,1,-2.5228,-0.741373,0.485015,-1.14567,All,#4682B4,0
20,1,-2.63905,-1.0322,0.154492,-0.744084,All,#4682B4,0
21,1,-2.68149,-0.938191,0.287764,-0.950004,All,#4682B4,0
22,1,-2.67004,0.338841,-0.0108291,-0.572659,All,#4682B4,0
23,1,-2.57817,-0.667699,0.498261,-1.22447,All,#4682B4,0
24,1,-2.51259,0.341508,0.166698,-1.47984,All,#4682B4,0
25,1,-2.66961,-0.253961,0.365098,-1.73313,All,#4682B4,0
26,1,-2.94479,0.0165355,0.321155,-0.337924,All,#4682B4,0
27,1,-2.45059,-1.81458,0.352839,-0.184312,All,#4682B4,0
28,1,-2.59022,-0.902137,0.31202,-0.21538,All,#4682B4,0
29,1,-2.47651,-1.66714,0.653345,-0.273016,All,#4682B4,0
30,1,-2.81519,-0.464513,-0.587637,-0.0536912,All,#4682B4,0
31,1,-2.78847,-0.458082,0.389946,-1.42237,All,#4682B4,0
32,1,-2.52923,-1.73043,-0.624383,0.872651,All,#4682B4,0
33,1,-2.53739,-2.11327,0.774402,0.12961,All,#4682B4,0
34,1,-2.7194,0.43614,-0.215157,-1.0728,All,#4682B4,0
35,1,-2.53369,-1.2736,0.376822,-0.60622,All,#4682B4,0
36,1,-2.3935,0.438005,0.447106,-0.928447,All,#4682B4,0
37,1,-2.64355,-1.23713,0.227341,-0.63881,All,#4682B4,0
38,1,-2.49379,-1.46936,-0.43123,0.38468,All,#4682B4,0
39,1,-2.71959,-1.37413,0.86713,-0.857727,All,#4682B4,0
40,1,-2.60612,-0.0935001,0.0228898,-0.65428,All,#4682B4,0
41,1,-2.44937,-0.139128,0.628992,-1.40269,All,#4682B4,0
42,1,-2.52986,0.40218,0.239644,-1.01544,All,#4682B4,0
43,1,-2.53653,0.293605,-0.05374,-2.34036,All,#4682B4,0
44,1,-2.89754,-0.266678,0.384872,-0.46419,All,#4682B4,0
45,1,-2.68175,-0.659991,0.280778,-0.723544,All,#4682B4,0
46,1,-2.91014,-0.479307,-0.400434,-0.127193,All,#4682B4,0
47,1,-2.56688,-2.24717,-0.473598,0.100582,All,#4682B4,0
48,1,-2.75426,0.168834,-0.44234,-1.00226,All,#4682B4,0
49,1,-2.67103,-2.21989,0.695658,0.37204,All,#4682B4,0
50,1,-2.51655,0.196035,0.821455,-0.664205,All,#4682B4,0
1,2,1.17157,0.153991,1.58573,-0.278312,All,#4682B4,0
2,2,1.13808,1.06944,-0.393212,0.163142,All,#4682B4,0
3,2,1.0029,0.384931,-0.114443,0.471616,All,#4682B4,0
4,2,0.823712,0.780672,-0.265338,0.16103,All,#4682B4,0
5,2,0.967202,0.692624,0.905727,-0.828924,All,#4682B4,0
6,2,0.93462,-0.196243,-0.758705,1.04732,All,#4682B4,0
7,2,0.893763,0.142304,0.633252,-0.654561,All,#4682B4,0
8,2,0.951033,0.0626763,-0.346902,0.557126,All,#4682B4,0
9,2,1.1038,0.63532,0.657558,-0.548748,All,#4682B4,0
10,2,0.812363,0.492268,-0.608346,0.599119,All,#4682B4,0
11,2,0.846784,-0.763108,0.4883,0.11824,All,#4682B4,0
12,2,1.02889,-0.722178,-0.3817,1.2729,All,#4682B4,0
13,2,1.10271,-0.943345,0.884223,0.734163,All,#4682B4,0
14,2,0.891833,-0.0143355,-0.642238,0.9575,All,#4682B4,0
15,2,1.0742,-0.198908,0.901238,-0.0995103,All,#4682B4,0
16,2,1.11016,0.923866,0.741071,-0.817467,All,#4682B4,0
17,2,0.977061,0.264738,0.532384,-0.544333,All,#4682B4,0
18,2,0.889603,-0.117589,-0.364138,1.04289,All,#4682B4,0
19,2,1.05876,-1.91933,1.29056,1.04968,All,#4682B4,0
20,2,0.968425,0.392618,0.364647,-0.4603,All,#4682B4,0
21,2,1.01087,0.226164,0.574265,-0.367058,All,#4682B4,0
22,2,0.92225,0.542704,-0.653128,0.410521,All,#4682B4,0
23,2,1.00375,0.718684,0.708084,-0.965295,All,#4682B4,0
24,2,1.00026,0.10328,0.565947,-0.313172,All,#4682B4,0
25,2,1.11176,0.542761,0.745139,-0.455861,All,#4682B4,0
26,2,0.987383,0.115083,-0.249481,0.803243,All,#4682B4,0
27,2,0.938921,-0.233557,1.96903,-0.492389,All,#4682B4,0
28,2,1.02625,0.466972,1.49796,-0.740962,All,#4682B4,0
29,2,1.1889,0.224137,1.24349,-0.068708,All,#4682B4,0
30,2,0.86369,1.18591,-0.385757,-0.186566,All,#4682B4,0
31,2,1.04444,-1.17224,1.16675,0.525819,All,#4682B4,0
32,2,1.09721,-1.93146,1.26932,1.25741,All,#4682B4,0
33,2,1.00725,-1.35297,0.928717,0.847506,All,#4682B4,0
34,2,1.05792,0.801077,-0.410408,0.290803,All,#4682B4,0
35,2,1.04268,0.175788,0.995009,-0.600398,All,#4682B4,0
36,2,1.08462,-0.456817,1.4242,-0.18118,All,#4682B4,0
37,2,0.967686,0.945489,0.890962,-1.24243,All,#4682B4,0
38,2,0.932255,1.28862,-0.834085,0.0200129,All,#4682B4,0
39,2,0.953108,2.06155,0.44404,-2.01407,All,#4682B4,0
40,2,1.1454,0.496321,1.57043,-1.13134,All,#4682B4,0
41,2,0.928645,-0.113758,-0.134819,0.927552,All,#4682B4,0
42,2,0.774234,0.828532,-0.713698,0.539572,All,#4682B4,0
43,2,1.10074,-1.15093,0.939714,0.670706,All,#4682B4,0
44,2,0.838414,-0.0459906,-0.433105,0.564904,All,#4682B4,0
45,2,0.941258,1.32398,-0.626965,0.0226462,All,#4682B4,0
46,2,0.810734,0.575877,-0.983264,0.886246,All,#4682B4,0
47,2,0.907522,-0.606956,-0.408357,1.25114,All,#4682B4,0
48,2,0.892238,1.76029,-0.535873,-0.677614,All,#4682B4,0
49,2,0.952931,0.613334,-0.78111,0.851472,All,#4682B4,0
50,2,0.974411,1.17076,-0.357699,0.418458,All,#4682B4,0
1,3,0.694858,-0.202613,-0.23809,1.26767,All,#4682B4,0
2,3,0.579158,0.0411299,-0.233338,0.183688,All,#4682B4,0
3,3,0.782062,-0.685468,0.0126802,1.96605,All,#4682B4,0
4,3,0.864601,1.12481,0.0770792,0.326383,All,#4682B4,0
5,3,0.73897,-0.310053,0.0289403,0.998491,All,#4682B4,0
6,3,0.820291,-0.190664,0.922757,0.340149,All,#4682B4,0
7,3,0.906256,0.176727,-0.111761,1.23263,All,#4682B4,0
8,3,0.725432,-0.467116,-0.337731,1.65588,All,#4682B4,0
9,3,0.753033,-0.221528,0.0155569,0.987795,All,#4682B4,0
10,3,0.832386,0.909406,0.80132,-0.5453,All,#4682B4,0
11,3,0.690564,2.19347,-0.150884,-0.899269,All,#4682B4,0
12,3,0.649596,-0.176888,-0.610769,1.58121,All,#4682B4,0
13,3,0.762217,0.0877894,0.108734,0.963126,All,#4682B4,0
14,3,0.622644,-0.13106,-0.339411,0.631526,All,#4682B4,0
15,3,0.71619,0.994462,-0.156566,0.234986,All,#4682B4,0
16,3,0.648326,-0.168612,-0.345294,1.18909,All,#4682B4,0
17,3,0.579883,-0.503664,-0.0307685,0.557716,All,#4682B4,0
18,3,0.729687,0.411923,0.179747,0.246524,All,#4682B4,0
19,3,0.764609,0.539777,-0.0439446,0.52291,All,#4682B4,0
20,3,0.798662,1.18375,0.0443866,0.223999,All,#4682B4,0
21,3,0.773756,-0.123339,0.438112,0.27136,All,#4682B4,0
22,3,0.839223,-0.0300775,0.628781,0.530586,All,#4682B4,0
23,3,0.720496,1.29264,-0.353683,0.102829,All,#4682B4,0
24,3,0.760824,1.10752,-0.139832,0.0704615,All,#4682B4,0
25,3,0.635634,1.16487,-0.211527,-0.612199,All,#4682B4,0
26,3,0.666051,-0.104829,-0.228605,0.910049,All,#4682B4,0
27,3,0.61495,0.881049,-0.427254,0.179222,All,#4682B4,0
28,3,0.828993,0.47898,0.0430743,0.492431,All,#4682B4,0
29,3,0.560906,0.556782,-0.0131964,-0.213741,All,#4682B4,0
30,3,0.716491,-0.0481897,-0.412561,0.91204,All,#4682B4,0
31,3,0.635328,1.67831,-0.320294,-0.494303,All,#4682B4,0
32,3,0.773537,0.935425,0.0445041,-0.279806,All,#4682B4,0
33,3,0.646745,-0.702215,-0.348808,0.711421,All,#4682B4,0
34,3,0.797405,0.719354,0.0806249,0.463034,All,#4682B4,0
35,3,0.669997,0.339316,-0.427445,0.302578,All,#4682B4,0
36,3,0.458565,-0.415547,-0.570382,0.864821,All,#4682B4,0
37,3,0.701466,-0.105575,0.170319,0.121153,All,#4682B4,0
38,3,0.665372,0.721329,-0.295143,0.470554,All,#4682B4,0
39,3,0.577323,-0.125952,-0.355287,0.534226,All,#4682B4,0
