rep,ID,eta_Cl_simulated,eta_V1_simulated,eta_Q_simulated,eta_V2_simulated,split,color,filter
1,1,-0.62366,-0.319358,0.493754,-0.349102,All,#4682B4,0
2,1,-0.6671,-0.377286,0.131226,-0.461062,All,#4682B4,0
3,1,-0.630685,-0.473888,0.364967,-0.543942,All,#4682B4,0
4,1,-0.635569,-0.111688,-0.0613608,-0.119163,All,#4682B4,0
5,1,-0.703244,-0.334736,-0.0921847,-0.404749,All,#4682B4,0
6,1,-0.596435,-0.429603,-0.152244,-0.49462,All,#4682B4,0
7,1,-0.720217,-0.527362,0.510321,-0.61856,All,#4682B4,0
8,1,-0.643247,-0.166207,-0.0863623,-0.185783,All,#4682B4,0
9,1,-0.649276,-0.315144,0.248816,-0.382928,All,#4682B4,0
10,1,-0.638405,-0.410391,0.422172,-0.48381,All,#4682B4,0
11,1,-0.631598,-0.552608,0.222458,-0.673388,All,#4682B4,0
12,1,-0.706433,-0.168401,0.0650576,-0.222717,All,#4682B4,0
13,1,-0.662388,-0.260809,0.0133141,-0.309261,All,#4682B4,0
14,1,-0.695606,-0.372235,0.10989,-0.449022,All,#4682B4,0
15,1,-0.625143,-0.503812,0.0976372,-0.582982,All,#4682B4,0
16,1,-0.663012,-0.231984,-0.338681,-0.286363,All,#4682B4,0
17,1,-0.659403,-0.305389,0.379324,-0.333592,All,#4682B4,0
18,1,-0.594408,-0.379006,0.632336,-0.465011,All,#4682B4,0
19,1,-0.664522,-0.469853,0.166528,-0.549107,All,#4682B4,0
20,1,-0.635111,-0.338478,0.278665,-0.373567,All,#4682B4,0
21,1,-0.672178,-0.304988,-0.0103457,-0.344409,All,#4682B4,0
22,1,-0.709651,-0.432996,0.258151,-0.489633,All,#4682B4,0
23,1,-0.666837,-0.435015,0.101618,-0.526169,All,#4682B4,0
24,1,-0.606179,-0.311582,0.0101225,-0.366368,All,#4682B4,0
25,1,-0.651174,-0.238045,0.373401,-0.282384,All,#4682B4,0
26,1,-0.66277,-0.384736,0.830035,-0.438743,All,#4682B4,0
27,1,-0.677862,-0.454245,0.268855,-0.577707,All,#4682B4,0
28,1,-0.688881,-0.266903,0.0864449,-0.292872,All,#4682B4,0
29,1,-0.668253,-0.211539,-0.0752537,-0.251869,All,#4682B4,0
30,1,-0.641776,-0.365853,-0.0191875,-0.424863,All,#4682B4,0
31,1,-0.618935,-0.562022,0.470739,-0.640366,All,#4682B4,0
32,1,-0.693692,-0.134329,-0.48103,-0.147603,All,#4682B4,0
33,1,-0.65148,-0.265826,0.0256484,-0.304605,All,#4682B4,0
34,1,-0.652788,-0.408961,0.0551814,-0.487198,All,#4682B4,0
35,1,-0.601146,-0.534754,0.350696,-0.63794,All,#4682B4,0
36,1,-0.701199,-0.140331,-0.0428402,-0.162669,All,#4682B4,0
37,1,-0.642243,-0.249027,0.0490121,-0.286181,All,#4682B4,0
38,1,-0.652792,-0.460305,0.0760034,-0.552247,All,#4682B4,0
39,1,-0.591079,-0.456394,0.613469,-0.544184,All,#4682B4,0
40,1,-0.685439,-0.122437,0.377735,-0.159433,All,#4682B4,0
41,1,-0.630217,-0.247737,0.0292745,-0.293823,All,#4682B4,0
42,1,-0.644125,-0.459969,0.496183,-0.516508,All,#4682B4,0
43,1,-0.675028,-0.427785,-0.0172431,-0.501468,All,#4682B4,0
44,1,-0.620575,-0.138229,0.340572,-0.174545,All,#4682B4,0
45,1,-0.6524,-0.297308,0.260687,-0.333393,All,#4682B4,0
46,1,-0.701143,-0.413635,0.310054,-0.488902,All,#4682B4,0
47,1,-0.623159,-0.374032,0.0515881,-0.408119,All,#4682B4,0
48,1,-0.662331,-0.18183,0.104631,-0.193193,All,#4682B4,0
49,1,-0.570065,-0.286123,0.459196,-0.348267,All,#4682B4,0
50,1,-0.647252,-0.400233,0.226787,-0.46362,All,#4682B4,0
1,2,0.25289,-0.0543984,0.483837,-0.073703,All,#4682B4,0
2,2,0.24945,-0.0310873,0.547771,-0.0497335,All,#4682B4,0
3,2,0.264614,0.0216934,0.295883,0.0250189,All,#4682B4,0
4,2,0.272985,-0.0635454,0.71679,-0.086139,All,#4682B4,0
5,2,0.22716,-0.0810055,0.362343,-0.0755909,All,#4682B4,0
6,2,0.251734,0.0755383,0.160779,0.0834062,All,#4682B4,0
7,2,0.240022,0.0207501,-0.127854,-0.0162734,All,#4682B4,0
8,2,0.255033,-0.113269,0.280097,-0.139428,All,#4682B4,0
9,2,0.244789,0.208181,-0.208214,0.245459,All,#4682B4,0
10,2,0.240129,0.0842705,0.338146,0.0877677,All,#4682B4,0
11,2,0.268751,-0.00867096,0.447196,-0.00546933,All,#4682B4,0
12,2,0.208184,0.113255,-0.312202,0.13691,All,#4682B4,0
13,2,0.228395,0.222758,-0.523215,0.273379,All,#4682B4,0
14,2,0.241078,0.114349,-0.0312567,0.1301,All,#4682B4,0
15,2,0.246117,-0.00748036,0.205936,-0.0142711,All,#4682B4,0
16,2,0.239655,0.170262,-0.274548,0.175537,All,#4682B4,0
17,2,0.248119,0.237027,-0.16488,0.27362,All,#4682B4,0
18,2,0.245424,0.146302,0.181875,0.163165,All,#4682B4,0
19,2,0.201277,0.00179185,0.0129873,-0.00195511,All,#4682B4,0
20,2,0.190457,0.109373,-0.194006,0.145708,All,#4682B4,0
21,2,0.275153,0.127128,-0.0935728,0.141465,All,#4682B4,0
22,2,0.266873,0.13027,0.0461569,0.15288,All,#4682B4,0
23,2,0.262948,0.0653839,0.319565,0.0857186,All,#4682B4,0
24,2,0.243942,0.142185,0.0872207,0.157925,All,#4682B4,0
25,2,0.247519,0.108123,0.100533,0.138692,All,#4682B4,0
26,2,0.240778,0.207531,-0.190464,0.228506,All,#4682B4,0
27,2,0.251024,0.0856681,0.168023,0.118592,All,#4682B4,0
28,2,0.286725,0.140403,0.0806341,0.145654,All,#4682B4,0
29,2,0.251557,0.0748099,0.0659025,0.0676466,All,#4682B4,0
30,2,0.217391,0.169489,-0.256619,0.178691,All,#4682B4,0
31,2,0.233672,0.137308,-0.101743,0.163307,All,#4682B4,0
32,2,0.253755,-0.0418973,0.560688,-0.0590713,All,#4682B4,0
33,2,0.264658,0.117939,-0.0138571,0.140555,All,#4682B4,0
34,2,0.295696,0.140222,0.292875,0.172303,All,#4682B4,0
35,2,0.208955,0.0565953,-0.102967,0.0488056,All,#4682B4,0
36,2,0.248025,-0.14615,0.841019,-0.154559,All,#4682B4,0
37,2,0.270297,0.135984,-0.159605,0.177506,All,#4682B4,0
38,2,0.220644,0.0492155,-0.00994705,0.0570335,All,#4682B4,0
39,2,0.205189,0.105507,-0.501336,0.126148,All,#4682B4,0
40,2,0.1879,-0.132523,0.473897,-0.152228,All,#4682B4,0
41,2,0.252838,0.205295,0.0716462,0.240762,All,#4682B4,0
42,2,0.219022,0.0251612,-0.0917539,0.0121352,All,#4682B4,0
43,2,0.238833,0.229214,-0.544631,0.268287,All,#4682B4,0
44,2,0.209962,-0.120148,0.223502,-0.134083,All,#4682B4,0
45,2,0.212417,0.251246,-0.662622,0.282538,All,#4682B4,0
46,2,0.281082,0.0742716,0.428828,0.0947104,All,#4682B4,0
47,2,0.232301,0.285666,-0.431092,0.33184,All,#4682B4,0
48,2,0.219858,0.0899764,0.259481,0.0952293,All,#4682B4,0
49,2,0.255947,-0.0433387,0.653183,-0.0521683,All,#4682B4,0
50,2,0.206786,0.15419,0.00505717,0.193237,All,#4682B4,0
1,3,0.173641,-0.0170838,0.0410142,-0.00964158,All,#4682B4,0
2,3,0.164139,0.103523,-0.00161194,0.098475,All,#4682B4,0
3,3,0.161136,0.0962942,-0.337547,0.115895,All,#4682B4,0
4,3,0.151951,0.0786793,-0.115847,0.103473,All,#4682B4,0
5,3,0.171337,-0.0136573,0.0629437,-0.0109632,All,#4682B4,0
6,3,0.155995,0.111824,-0.223195,0.126936,All,#4682B4,0
7,3,0.176195,0.0758688,-0.0963316,0.103937,All,#4682B4,0
8,3,0.182937,0.122219,0.0992714,0.172632,All,#4682B4,0
9,3,0.141108,0.0323286,0.18278,0.0316403,All,#4682B4,0
10,3,0.143259,0.111158,-0.292775,0.142921,All,#4682B4,0
11,3,0.174791,0.0915721,0.197009,0.11803,All,#4682B4,0
12,3,0.165087,0.0896942,-0.111887,0.129404,All,#4682B4,0
13,3,0.181493,-0.0247673,-0.0331174,-0.00242669,All,#4682B4,0
14,3,0.164465,0.0854191,-0.148158,0.103302,All,#4682B4,0
15,3,0.175915,0.128172,0.0494146,0.178935,All,#4682B4,0
16,3,0.164251,0.0683787,-0.112194,0.0906052,All,#4682B4,0
17,3,0.147651,0.183185,-0.242006,0.235433,All,#4682B4,0
18,3,0.145644,0.196035,-0.455581,0.257654,All,#4682B4,0
19,3,0.184629,0.139911,0.0625943,0.173984,All,#4682B4,0
20,3,0.164757,0.102791,0.0624503,0.0973571,All,#4682B4,0
21,3,0.178781,0.148622,-0.166617,0.204528,All,#4682B4,0
22,3,0.187262,0.194741,-0.0491443,0.222393,All,#4682B4,0
23,3,0.198438,0.153803,0.0309189,0.182679,All,#4682B4,0
24,3,0.17521,0.0862758,0.107065,0.0851188,All,#4682B4,0
25,3,0.175888,0.139075,-0.00178886,0.162076,All,#4682B4,0
