rep,ID,eta_Cl_simulated,eta_V1_simulated,eta_Q_simulated,eta_V2_simulated,split,color,filter
1,1,-2.48248,-2.09103,0.843747,0.341769,All,#4682B4,0
2,1,-2.65539,-0.127038,0.224244,-1.69226,All,#4682B4,0
3,1,-2.51044,-1.85413,0.623672,-0.609792,All,#4682B4,0
4,1,-2.52988,-0.872296,-0.104856,0.245653,All,#4682B4,0
5,1,-2.79926,-0.320559,-0.157529,-1.31548,All,#4682B4,0
6,1,-2.37411,-1.60812,-0.260162,-0.617872,All,#4682B4,0
7,1,-2.86682,-1.42548,0.872058,-1.24917,All,#4682B4,0
8,1,-2.56045,-0.890882,-0.14758,0.00132548,All,#4682B4,0
9,1,-2.58444,-0.21182,0.425186,-1.31898,All,#4682B4,0
10,1,-2.54117,-0.991304,0.721424,-1.07764,All,#4682B4,0
11,1,-2.51408,-0.278868,0.380146,-2.39563,All,#4682B4,0
12,1,-2.81196,0.758623,0.111173,-1.48463,All,#4682B4,0
13,1,-2.63663,-0.543591,0.0227516,-0.762135,All,#4682B4,0
14,1,-2.76886,-0.408042,0.187784,-1.41672,All,#4682B4,0
15,1,-2.48838,-1.74509,0.166847,-0.850557,All,#4682B4,0
16,1,-2.63912,0.0600287,-0.578751,-1.16409,All,#4682B4,0
17,1,-2.62475,-2.01111,0.648205,0.337148,All,#4682B4,0
18,1,-2.36604,-0.0386391,1.08056,-1.77956,All,#4682B4,0
19,1,-2.64513,-1.36637,0.28457,-1.02678,All,#4682B4,0
20,1,-2.52806,-2.04449,0.476194,0.208622,All,#4682B4,0
21,1,-2.6756,-1.46622,-0.0176792,-0.148326,All,#4682B4,0
22,1,-2.82476,-2.04926,0.441139,-0.239517,All,#4682B4,0
23,1,-2.65435,-0.408597,0.173649,-1.71673,All,#4682B4,0
24,1,-2.4129,-0.798704,0.0172978,-0.776968,All,#4682B4,0
25,1,-2.592,-0.490541,0.638082,-0.700625,All,#4682B4,0
26,1,-2.63816,-1.64345,1.4184,-0.371512,All,#4682B4,0
27,1,-2.69823,0.935734,0.459431,-3.01125,All,#4682B4,0
28,1,-2.74209,-1.69406,0.147721,0.237769,All,#4682B4,0
29,1,-2.65998,-0.391247,-0.128597,-0.662572,All,#4682B4,0
30,1,-2.55459,-1.19405,-0.0327884,-0.683105,All,#4682B4,0
31,1,-2.46367,-2.42722,0.804419,-0.519029,All,#4682B4,0
32,1,-2.76124,-0.842716,-0.822005,0.110826,All,#4682B4,0
33,1,-2.59322,-1.06501,0.0438291,-0.319753,All,#4682B4,0
34,1,-2.59842,-0.74339,0.0942962,-1.29255,All,#4682B4,0
